company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,3088,138,4274,22,1246,220
中信期货（代客）,2000,164,1815,169,1719,511
方正中期（代客）,1669,58,1055,29,567,144
中信建投（代客）,1382,33,1127,-24,683,131
海通期货（代客）,1325,20,1139,48,884,171
南华期货（代客）,1233,6,1907,-55,1661,629
招商期货（代客）,1175,23,1198,1,420,118
长江期货（代客）,1171,-2,982,-1,503,-250
银河期货（代客）,906,165,0,0,322,198
华泰期货（代客）,744,98,447,5,387,37
东证期货（代客）,643,60,899,84,788,-166
广发期货（代客）,618,59,481,10,347,88
国海良时（代客）,598,-2,0,0,0,0
中泰期货（代客）,596,-52,0,0,532,276
东方财富（代客）,571,14,0,0,251,68
平安期货（代客）,523,13,0,0,0,0
徽商期货（代客）,481,25,0,0,0,0
兴证期货（代客）,411,8,0,0,0,0
永安期货（代客）,381,15,1744,66,0,0
国元期货（代客）,352,90,0,0,306,198
东吴期货（代客）,0,0,0,0,253,36
中粮期货（代客）,0,0,1893,49,0,0
东海期货（代客）,0,0,351,6,0,0
中原期货（代客）,0,0,377,-10,0,0
中州期货（代客）,0,0,441,54,0,0
创元期货（代客）,0,0,826,-1,0,0
中辉期货（代客）,0,0,0,0,522,273
五矿期货（代客）,0,0,414,17,0,0
光大期货（代客）,0,0,0,0,619,260
国投期货（代客）,0,0,617,0,0,0
浙商期货（代客）,0,0,0,0,322,-129
瑞达期货（代客）,0,0,0,0,310,257
首创京都（代客）,0,0,725,1,0,0
