company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,2916,154,1736,-330,4964,1317
中信期货,2792,209,3198,-43,3560,1056
华泰期货,2737,74,3561,129,5923,1199
银河期货,2604,-231,1944,-204,2271,818
东证期货,2448,83,3197,-165,5672,1126
海通期货,2433,161,1975,316,3113,1039
中信建投,2411,-259,1875,77,8740,2859
方正中期,2127,-52,1447,5,2935,635
国投安信,1786,12,1778,119,1467,590
招商期货,1771,30,1981,79,1313,241
浙商期货,1726,-26,1702,-27,6361,2880
广发期货,1668,8,1175,15,1405,504
东方财富,1523,-173,0,0,2234,355
新湖期货,1522,-24,1339,52,0,0
永安期货,1471,106,2329,71,0,0
中泰期货,1458,-3,1988,-102,2297,797
南华期货,1398,-222,2205,-4,1404,531
国信期货,1223,76,0,0,0,0
徽商期货,1155,-77,0,0,1664,162
平安期货,1112,97,0,0,0,0
中辉期货,0,0,0,0,1325,873
光大期货,0,0,0,0,1578,781
中州期货,0,0,1490,97,0,0
中粮期货,0,0,5930,526,0,0
中原期货,0,0,0,0,2879,769
国富期货,0,0,0,0,1757,86
瑞达期货,0,0,1995,-68,0,0
首创京都,0,0,1411,34,0,0
