company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,2436,44,3568,-178,542,-466
中信期货,2256,49,1996,19,394,-48
方正中期,1428,19,1467,-10,325,-23
海通期货,1410,-72,1231,3,307,-263
招商期货,1376,-8,1260,8,120,-86
南华期货,1306,-26,1324,68,122,-15
中信建投,985,1,2049,-100,183,-386
长江期货,957,-7,1041,-3,162,-107
广发期货,912,-31,625,2,121,-10
永安期货,662,-4,761,0,0,0
国海良时,622,26,0,0,127,120
东证期货,550,136,0,0,813,-570
银河期货,512,30,530,-9,87,-7
东方财富,474,4,0,0,0,0
创元期货,469,-37,0,0,0,0
金瑞期货,420,-6,0,0,0,0
宝城期货,387,41,392,-1,70,-25
国元期货,379,2,0,0,0,0
徽商期货,375,38,0,0,118,36
平安期货,357,6,629,-1,71,3
东吴期货,0,0,0,0,71,-46
国信期货,0,0,615,27,64,-202
华泰期货,0,0,0,0,97,-4
中粮期货,0,0,1053,143,170,-31
中财期货,0,0,306,-6,0,0
中泰期货,0,0,844,111,178,-85
新湖期货,0,0,413,19,0,0
格林大华,0,0,1230,-34,0,0
首创京都,0,0,345,-1,0,0
