date,net_position
2025-02-11,-3268
2025-02-12,-3179
2025-02-13,-3172
2025-02-14,-3066
2025-02-17,-3026
2025-02-18,-3090
2025-02-19,-2987
2025-02-20,-3241
2025-02-21,-3351
2025-02-24,-3279
2025-02-25,-3283
2025-02-26,-3108
2025-02-27,-3072
2025-02-28,-2959
2025-03-03,-3064
2025-03-04,-2900
2025-03-05,-3315
2025-03-06,-3433
2025-03-07,-3327
2025-03-10,-3511
2025-03-11,-3234
2025-03-12,-3156
2025-03-13,-3000
2025-03-14,-3159
2025-03-17,-3338
2025-03-18,-3226
2025-03-19,-2845
2025-03-20,-2652
2025-03-21,-2307
2025-03-24,-2114
2025-03-25,-2378
2025-03-26,-2403
2025-03-27,-2363
2025-03-28,-1989
2025-03-31,-2222
2025-04-01,-1904
2025-04-02,-2155
2025-04-03,-2312
2025-04-07,-1980
2025-04-08,-2436
2025-04-09,-2627
2025-04-10,-2638
2025-04-11,-2436
2025-04-14,-2166
2025-04-15,-2366
2025-04-16,-2212
2025-04-17,-2245
2025-04-18,-2174
2025-04-21,-2492
2025-04-22,-2577
2025-04-23,-2487
2025-04-24,-1988
2025-04-25,-1849
2025-04-28,-1478
2025-04-29,-1663
2025-04-30,-2028
2025-05-06,-1862
2025-05-07,-2181
2025-05-08,-2077
2025-05-09,-2181
2025-05-12,-2184
2025-05-13,-2237
2025-05-14,-3194
2025-05-15,-3059
2025-05-16,-2788
2025-05-19,-2511
2025-05-20,-2058
2025-05-21,-1726
2025-05-22,-1401
2025-05-23,-1326
2025-05-26,-1541
2025-05-27,-1625
2025-05-28,-1859
2025-05-29,-2257
