company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,5039,-77,5122,340,2851,299
中信期货（代客）,4502,64,3278,12,2576,-215
中信建投（代客）,2358,9,3009,-70,721,-254
中粮期货（代客）,2296,132,4260,-20,530,-149
方正中期（代客）,2227,23,887,-106,633,-611
海通期货（代客）,1900,70,1328,293,1359,271
银河期货（代客）,1577,307,933,6,775,183
华泰期货（代客）,1538,100,1484,94,762,-301
永安期货（代客）,1492,-2,1993,60,0,0
东证期货（代客）,1461,-8,0,0,2752,104
五矿期货（代客）,1433,22,1580,-216,398,-1253
中泰期货（代客）,1309,105,1471,-70,657,-21
广发期货（代客）,1082,11,1391,26,0,0
南华期货（代客）,1062,-33,2830,-199,0,0
招商期货（代客）,1059,4,1723,48,810,410
长江期货（代客）,1053,3,885,3,686,-406
格林大华（代客）,918,11,2951,0,0,0
东方财富（代客）,843,24,0,0,389,-115
光大期货（代客）,756,-144,0,0,927,-172
申银万国（代客）,681,41,0,0,0,0
中原期货（代客）,0,0,0,0,628,-205
中州期货（代客）,0,0,1484,15,0,0
东吴期货（代客）,0,0,0,0,390,67
国投安信（代客）,0,0,1380,-29,0,0
华闻期货（代客）,0,0,0,0,418,132
瑞达期货（代客）,0,0,1045,459,662,367
紫金天风（代客）,0,0,0,0,372,169
首创京都（代客）,0,0,886,-6,0,0
