company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,5122,-336,4523,221,2971,577
中信期货（代客）,3850,30,3292,122,1904,-164
海通期货（代客）,2460,270,1003,-70,1406,-20
方正中期（代客）,2305,-18,1316,-46,736,-467
中信建投（代客）,2252,-25,3278,-63,1350,269
中粮期货（代客）,1876,-32,4655,-75,395,-102
五矿期货（代客）,1749,27,1835,240,791,-6
长江期货（代客）,1409,-9,0,0,957,120
东证期货（代客）,1401,30,966,-143,2629,-198
华泰期货（代客）,1296,92,1053,25,565,63
银河期货（代客）,1248,26,1083,100,470,-710
永安期货（代客）,1245,65,1581,1,0,0
南华期货（代客）,1090,33,2859,17,0,0
招商期货（代客）,1053,12,1418,163,805,234
广发期货（代客）,1028,13,1356,269,644,241
东方财富（代客）,920,-37,0,0,0,0
中泰期货（代客）,798,-25,1648,-13,564,65
格林大华（代客）,790,-140,3628,10,0,0
光大期货（代客）,771,34,0,0,709,-381
申银万国（代客）,740,36,0,0,0,0
中原期货（代客）,0,0,0,0,597,0
中州期货（代客）,0,0,1583,101,0,0
东吴期货（代客）,0,0,0,0,497,81
国投安信（代客）,0,0,1379,35,470,-100
国富期货（代客）,0,0,0,0,508,107
华西期货（代客）,0,0,903,-148,0,0
瑞达期货（代客）,0,0,996,14,0,0
齐盛期货（代客）,0,0,0,0,403,220
