company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,2358,291,1915,202,1307,-13
东证期货,1559,265,1286,518,2791,256
银河期货,1143,67,0,0,343,152
永安期货,996,-41,653,0,193,58
广发期货,922,133,0,0,449,275
中信期货,840,-86,983,-108,1316,285
华泰期货,687,84,0,0,0,0
申银万国,662,37,0,0,0,0
方正中期,643,46,0,0,466,140
中信建投,600,135,1782,-26,637,203
浙商期货,562,0,0,0,0,0
宏源期货,521,-19,0,0,190,94
国金期货,486,61,0,0,0,0
徽商期货,459,-7,0,0,265,125
中泰期货,452,43,1024,88,301,170
东方财富,448,21,0,0,0,0
一德期货,441,6,0,0,0,0
物产中大,427,28,0,0,0,0
中粮期货,396,13,4364,-91,560,281
平安期货,388,-185,0,0,620,564
华闻期货,0,0,0,0,194,83
国富期货,0,0,449,-51,231,83
南华期货,0,0,1322,8,0,0
国投安信,0,0,733,-6,0,0
中州期货,0,0,707,-10,184,63
光大期货,0,0,0,0,320,182
创元期货,0,0,1035,8,0,0
华西期货,0,0,555,-25,0,0
招商期货,0,0,523,56,221,-70
格林大华,0,0,3046,-26,0,0
广州期货,0,0,461,0,0,0
弘业期货,0,0,0,0,358,282
海通期货,0,0,0,0,928,516
瑞达期货,0,0,1032,2,0,0
鑫鼎盛期货,0,0,475,175,0,0
长安期货,0,0,410,0,0,0
首创京都,0,0,421,2,0,0
