company,long,long_chg,short,short_chg,volume,volume_chg
中信建投,1510,49,1263,108,301,-133
国泰君安,1004,-6,1176,-184,430,-71
方正中期,937,43,722,38,161,-29
华泰期货,874,4,497,2,68,-35
银河期货,872,8,0,0,252,94
中信期货,823,-14,829,18,190,-51
海通期货,797,6,0,0,88,-30
浙商期货,780,4,942,-4,216,89
东方财富,710,15,0,0,118,-3
东证期货,678,62,437,9,189,59
国投安信,641,21,670,37,110,-8
南华期货,630,-42,489,4,198,87
平安期货,569,5,0,0,0,0
广发期货,419,3,0,0,0,0
中辉期货,413,4,0,0,0,0
新湖期货,387,35,0,0,74,12
徽商期货,383,14,0,0,78,16
宏源期货,348,17,0,0,0,0
建信期货,341,-8,0,0,0,0
申银万国,324,9,0,0,0,0
东吴期货,0,0,607,-7,0,0
创元期货,0,0,649,0,0,0
国元期货,0,0,508,1,0,0
中泰期货,0,0,0,0,128,45
中粮期货,0,0,1925,0,0,0
北京金鹏,0,0,526,0,0,0
中原期货,0,0,0,0,61,-1
华西期货,0,0,511,14,62,24
格林大华,0,0,1416,20,0,0
弘业期货,0,0,0,0,61,49
招商期货,0,0,472,5,58,-39
瑞达期货,0,0,800,-15,0,0
永安期货,0,0,853,11,0,0
紫金天风,0,0,1070,34,0,0
美尔雅期货,0,0,0,0,50,26
