company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,3220,-111,2114,-91,3390,436
中信期货（代客）,2462,-164,2210,-1,3687,-913
中信建投（代客）,1704,38,508,16,1128,-62
格林大华（代客）,1558,-143,1388,24,0,0
中粮期货（代客）,1543,-93,2460,-11,0,0
东证期货（代客）,978,-190,1764,-320,3902,-647
银河期货（代客）,929,-101,574,27,1084,-1209
永安期货（代客）,819,12,1314,-80,0,0
中泰期货（代客）,789,-223,691,48,1335,-294
华泰期货（代客）,751,-190,1213,-104,1670,-319
方正中期（代客）,634,-67,472,-60,1547,298
先锋期货（代客）,598,85,0,0,0,0
东方财富（代客）,565,-49,0,0,1156,362
国投安信（代客）,529,2,0,0,0,0
光大期货（代客）,474,-87,0,0,858,-470
广发期货（代客）,448,3,0,0,0,0
国信期货（代客）,447,-22,0,0,0,0
申银万国（代客）,442,10,0,0,0,0
华闻期货（代客）,432,25,0,0,0,0
东吴期货（代客）,405,106,0,0,570,-110
国富期货（代客）,0,0,0,0,641,-72
国元期货（代客）,0,0,0,0,698,114
南华期货（代客）,0,0,0,0,737,88
华西期货（代客）,0,0,462,1,0,0
创元期货（代客）,0,0,855,-123,617,209
中原期货（代客）,0,0,0,0,997,31
中州期货（代客）,0,0,822,-40,0,0
兴证期货（代客）,0,0,444,-93,0,0
招商期货（代客）,0,0,869,-46,0,0
徽商期货（代客）,0,0,357,-31,893,142
大有期货（代客）,0,0,0,0,651,277
平安期货（代客）,0,0,430,-6,0,0
海通期货（代客）,0,0,0,0,1044,-226
浙商期货（代客）,0,0,0,0,971,487
鑫鼎盛期货（代客）,0,0,794,-24,0,0
首创京都（代客）,0,0,464,26,0,0
