company,long,long_chg,short,short_chg,volume,volume_chg
东证期货,4721,-522,4216,-64,7518,-3187
中信期货,4651,650,7424,664,7416,1510
国泰君安,4567,-12,10028,178,5886,272
中泰期货,3685,-203,3465,24,3923,382
银河期货,3355,-35,4318,155,3968,-917
永安期货,3072,79,7588,-779,2336,812
方正中期,2950,-106,1313,215,3055,785
中信建投,2906,190,3808,214,4302,55
华泰期货,2847,-251,2785,-74,4697,237
徽商期货,2301,37,0,0,1742,-307
广发期货,2055,94,1643,-166,2000,53
东方财富,2052,75,0,0,2779,516
东吴期货,1974,230,0,0,2255,1074
中粮期货,1734,81,4175,48,0,0
瑞达期货,1704,39,1218,484,1723,-300
光大期货,1614,-210,0,0,1406,41
海通期货,1586,21,0,0,0,0
南华期货,1545,16,2708,-16,2760,202
五矿期货,1436,-79,1162,36,0,0
中财期货,1372,-53,0,0,0,0
中州期货,0,0,1456,21,0,0
平安期货,0,0,1385,195,0,0
国信期货,0,0,0,0,1478,228
国投期货,0,0,2723,59,1636,1111
国海良时,0,0,1196,-2,0,0
招商期货,0,0,1365,378,2510,529
格林大华,0,0,6995,94,0,0
浙商期货,0,0,0,0,2007,517
