company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,4260,-74,8114,218,1472,-266
国泰君安,3056,16,6764,42,1368,-675
银河期货,2578,8,1731,90,480,-236
东证期货,2473,-120,2288,-193,2711,-780
海通期货,2166,68,1424,36,0,0
徽商期货,2122,-20,0,0,400,-328
中信建投,1886,-158,1134,-34,514,-234
华泰期货,1864,142,2749,-412,1184,-154
中泰期货,1818,103,1720,116,1065,-800
方正中期,1790,56,0,0,616,-24
永安期货,1762,30,7016,-62,420,-630
广发期货,1749,96,1290,82,532,-75
光大期货,1719,-25,1474,45,1586,-123
中粮期货,1705,195,1477,-14,0,0
东方财富,1501,4,0,0,0,0
招商期货,1493,-106,0,0,0,0
申银万国,1442,-4,0,0,0,0
南华期货,1309,-48,2881,-124,2498,-347
平安期货,1302,7,0,0,0,0
宏源期货,1264,19,0,0,0,0
东吴期货,0,0,1170,291,489,-20
中州期货,0,0,2699,-7,0,0
中辉期货,0,0,0,0,395,139
先锋期货,0,0,0,0,413,269
国投期货,0,0,3030,215,536,381
中财期货,0,0,1229,7,0,0
格林大华,0,0,3554,-35,0,0
国海良时,0,0,1174,-2,0,0
瑞达期货,0,0,0,0,407,-63
浙商期货,0,0,0,0,453,215
长江期货,0,0,0,0,419,114
首创京都,0,0,1279,-58,0,0
