date,net_position
2023-04-19,-2245
2023-04-20,-2285
2023-04-21,-2435
2023-04-24,-2473
2023-04-25,-2371
2023-04-26,-2171
2023-04-27,-2254
2023-04-28,-2294
2023-05-04,-1969
2023-05-05,-2166
2023-05-08,-2131
2023-05-09,-2140
2023-05-10,-1889
2023-05-11,-2247
2023-05-12,-1585
2023-05-15,-1762
2023-05-16,-2223
2023-05-17,-2154
2023-05-18,-2111
2023-05-19,-2331
2023-05-22,-2655
2023-05-23,-2847
2023-05-24,-2397
2023-05-25,-2297
2023-05-26,-2609
2023-05-29,-2505
2023-05-30,-3211
2023-05-31,-3555
2023-06-01,-3121
2023-06-02,-3710
2023-06-05,-2954
2023-06-06,-3198
2023-06-07,-2593
2023-06-08,-2952
2023-06-09,-2385
2023-06-12,-3409
2023-06-13,-3198
2023-06-14,-4185
2023-06-15,-4575
2023-06-16,-4247
2023-06-19,-2544
2023-06-20,-3309
2023-06-21,-4087
2023-06-26,-2529
2023-06-27,-2967
2023-06-28,-3026
2023-06-29,-3271
2023-06-30,-3936
2023-07-03,-3887
2023-07-04,-3768
2023-07-05,-4208
2023-07-06,-4337
2023-07-07,-4214
2023-07-10,-3442
2023-07-11,-3611
2023-07-12,-4015
2023-07-13,-4731
2023-07-14,-5078
2023-07-17,-5282
2023-07-18,-5159
2023-07-19,-4731
2023-07-20,-5514
2023-07-21,-4756
2023-07-24,-5413
2023-07-25,-4575
2023-07-26,-4173
2023-07-27,-4765
2023-07-28,-4429
2023-07-31,-3534
2023-08-01,-3065
2023-08-02,-3307
2023-08-03,-2598
2023-08-04,-3265
2023-08-07,-3126
2023-08-08,-3046
2023-08-09,-3046
2023-08-10,-3046
2023-08-11,-3046
2023-08-14,-3046
2023-08-15,-3046
2023-08-16,-3046
2023-08-17,-3046
2023-08-18,-3046
2023-08-21,-3046
2023-08-22,-3046
