company,long,long_chg,short,short_chg,volume,volume_chg
国泰期货,2414,154,4397,140,1698,430
申银万国期货,1793,74,551,41,905,-131
中信期货,1617,-35,3875,209,1462,-2
华泰期货,1514,146,1179,-85,817,156
银河期货,1231,-28,734,-66,566,180
国海良时期货,1197,220,0,0,510,267
广发期货,1194,-23,1094,135,466,155
南华期货,1152,-322,1540,91,887,57
鲁证期货,1142,7,0,0,0,0
方正中期期货,1138,37,0,0,585,4
建信期货,1037,22,0,0,0,0
永安期货,1003,-38,2277,359,805,47
浙商期货,957,52,0,0,622,-617
光大期货,944,-55,0,0,0,0
国投安信期货,880,-5,3527,161,554,71
中辉期货,875,113,0,0,0,0
海通期货,862,43,0,0,0,0
一德期货,813,28,0,0,0,0
物产中大,799,193,0,0,0,0
信达期货,702,4,0,0,0,0
东吴期货,0,0,0,0,530,222
中信建投期货,0,0,745,-37,0,0
东证期货,0,0,813,-25,836,207
东方财富期货,0,0,0,0,537,142
国信期货,0,0,0,0,717,40
中财期货,0,0,549,4,0,0
中粮期货,0,0,4912,50,0,0
五矿期货,0,0,896,69,0,0
兴证期货,0,0,588,-346,471,145
宏源期货,0,0,0,0,445,155
天风期货,0,0,556,177,0,0
招商期货,0,0,594,-61,0,0
新湖期货,0,0,567,-34,0,0
格林期货,0,0,2548,-22,0,0
金元期货,0,0,0,0,571,429
金瑞期货,0,0,0,0,618,265
首创期货,0,0,646,23,0,0
