company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,1586,-213,1076,-244,2461,657
东证期货,1272,-76,1139,-135,3763,182
中信期货,1189,-90,914,-746,2940,497
中信建投,1078,-2,2718,-13,1665,820
中泰期货,1026,-265,606,-86,1043,78
广发期货,1016,-85,695,-127,1796,361
东方财富,985,35,0,0,1141,275
银河期货,774,-178,0,0,1066,620
方正中期,717,-7,0,0,652,228
华泰期货,702,-430,917,-221,1301,416
永安期货,676,-261,964,-74,735,380
平安期货,591,-60,0,0,0,0
徽商期货,508,-75,0,0,833,421
海通期货,493,-41,0,0,0,0
国富期货,449,-107,0,0,1153,584
中原期货,442,177,0,0,670,168
光大期货,436,-69,0,0,0,0
国投安信,411,-233,757,-6,577,166
国信期货,405,39,0,0,0,0
安粮期货,386,76,0,0,0,0
东吴期货,0,0,548,-40,0,0
中州期货,0,0,522,-282,824,712
中粮期货,0,0,3110,-92,648,362
中财期货,0,0,0,0,608,358
创元期货,0,0,925,-138,0,0
华西期货,0,0,702,-192,0,0
南华期货,0,0,871,-199,0,0
招商期货,0,0,540,-152,0,0
宝城期货,0,0,0,0,611,425
格林大华,0,0,528,-277,624,377
瑞达期货,0,0,1956,-12,0,0
鑫鼎盛期货,0,0,490,-20,0,0
首创京都,0,0,462,-9,0,0
