company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,2842,38,2637,219,1565,282
东证期货,2308,-755,1905,-797,2214,-807
中信期货,2024,23,3081,9,1750,-62
中信建投,2024,-89,2836,111,962,10
广发期货,2023,33,1236,127,738,-263
银河期货,1809,64,1772,42,2724,-70
徽商期货,1527,105,0,0,832,37
中粮期货,1437,-71,2210,-78,671,246
中泰期货,1435,-147,1631,-111,1964,-425
东方财富,1419,89,0,0,1051,138
国富期货,1289,1018,1210,874,0,0
方正中期,1250,111,0,0,662,170
平安期货,1110,42,0,0,0,0
国投安信,1094,0,1244,258,926,29
华泰期货,1009,48,2528,103,777,-685
海通期货,1003,-229,0,0,1647,-446
南华期货,1000,13,1333,36,0,0
永安期货,927,44,1829,-329,535,279
国元期货,915,-8,0,0,0,0
宏源期货,899,105,0,0,0,0
中财期货,0,0,0,0,573,211
中原期货,0,0,0,0,603,-186
东吴期货,0,0,901,92,0,0
创元期货,0,0,1254,-92,0,0
国信期货,0,0,810,55,0,0
五矿期货,0,0,1013,151,0,0
兴证期货,0,0,0,0,505,290
招商期货,0,0,809,11,0,0
浙商期货,0,0,0,0,701,88
格林大华,0,0,1341,-78,0,0
瑞达期货,0,0,2530,63,0,0
美尔雅期货,0,0,0,0,944,705
