company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,2167,44,2853,21,603,-217
中信期货（代客）,2108,37,1466,18,483,31
海通期货（代客）,1152,17,1033,4,247,73
方正中期（代客）,1031,-3,770,-7,192,-100
南华期货（代客）,1021,1,2368,-12,199,-149
中信建投（代客）,1002,200,1263,144,424,191
银河期货（代客）,922,5,0,0,0,0
广发期货（代客）,775,-1,481,11,0,0
长江期货（代客）,751,0,557,0,232,-140
招商期货（代客）,647,-8,943,10,204,42
中泰期货（代客）,644,0,0,0,57,-292
五矿期货（代客）,610,-11,886,-16,243,-90
华泰期货（代客）,595,-38,759,-1,81,-8
国元期货（代客）,595,22,0,0,0,0
宝城期货（代客）,538,-2,0,0,0,0
国投安信（代客）,531,-30,0,0,0,0
平安期货（代客）,521,-19,0,0,0,0
国海良时（代客）,520,1,0,0,0,0
物产中大（代客）,450,10,0,0,138,98
东方财富（代客）,438,8,0,0,0,0
东吴期货（代客）,0,0,733,66,106,-13
华西期货（代客）,0,0,0,0,60,-6
中州期货（代客）,0,0,587,-12,0,0
东证期货（代客）,0,0,831,32,508,-73
中粮期货（代客）,0,0,374,-25,0,0
信达期货（代客）,0,0,0,0,202,198
光大期货（代客）,0,0,0,0,66,-206
民生期货（代客）,0,0,0,0,60,42
恒力期货（代客）,0,0,0,0,120,-10
格林大华（代客）,0,0,811,-2,0,0
瑞达期货（代客）,0,0,429,-14,0,0
永安期货（代客）,0,0,1086,-100,119,106
鑫鼎盛期货（代客）,0,0,330,0,0,0
首创京都（代客）,0,0,720,0,0,0
