company,long,long_chg,short,short_chg,volume,volume_chg
永安期货,3075,437,1367,268,1719,1010
国泰期货,2735,977,5442,82,4261,2114
华泰期货,2431,46,2461,113,1843,1253
中信期货,2021,58,5648,1858,4748,2644
海通期货,1936,404,698,139,2027,1242
东证期货,1727,95,1650,195,2600,1466
天风期货,1707,297,0,0,0,0
方正中期期货,1692,837,856,316,2923,1479
光大期货,1197,106,0,0,0,0
广发期货,1079,335,1090,70,0,0
银河期货,1051,-32,1106,176,1258,675
东航期货,975,203,0,0,0,0
大陆期货,954,9,0,0,0,0
中泰期货,952,47,689,95,0,0
宏源期货,908,82,0,0,1142,829
兴证期货,861,31,707,174,1209,565
中信建投期货,841,223,757,85,2036,1398
中辉期货,805,-93,0,0,0,0
徽商期货,766,201,0,0,1679,1141
申银万国期货,764,-52,0,0,2152,981
中州期货,0,0,841,-12,0,0
东方财富期货,0,0,1053,227,2098,1106
中粮期货,0,0,7522,718,1386,832
国富期货,0,0,0,0,1355,667
国信期货,0,0,0,0,1557,965
南华期货,0,0,2647,34,1910,909
国投安信期货,0,0,2406,117,1409,871
弘业期货,0,0,677,63,0,0
格林期货,0,0,1485,284,0,0
浙商期货,0,0,0,0,1281,1092
长安期货,0,0,993,57,0,0
