company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,1922,107,1970,-175,2490,280
国泰君安,1459,-86,3454,221,2641,640
东方财富,1417,-242,0,0,610,-47
广发期货,957,-3,604,-47,608,48
方正中期,895,-61,315,-145,795,-88
银河期货,833,-235,0,0,719,146
东证期货,821,-23,3453,-97,1610,196
中信建投,776,-157,2062,-101,1842,354
申银万国,716,41,0,0,418,183
平安期货,685,-40,0,0,412,149
海通期货,599,88,0,0,773,229
永安期货,587,-13,1227,-155,0,0
招商期货,533,44,485,-48,0,0
中粮期货,523,45,870,-49,1143,711
华泰期货,510,-98,378,-83,775,126
徽商期货,497,-73,0,0,0,0
光大期货,496,-18,539,7,422,1
中泰期货,490,-148,748,-351,1061,364
国投期货,421,-38,838,-103,0,0
国信期货,415,-43,0,0,0,0
东吴期货,0,0,419,106,0,0
中州期货,0,0,620,-59,0,0
中财期货,0,0,405,-103,0,0
兴证期货,0,0,503,39,0,0
华西期货,0,0,331,16,0,0
南华期货,0,0,0,0,1788,-564
宝城期货,0,0,435,-34,0,0
国贸期货,0,0,0,0,402,28
宏源期货,0,0,0,0,413,119
格林大华,0,0,528,65,0,0
浙商期货,0,0,0,0,854,158
长江期货,0,0,0,0,665,140
