company,long,long_chg,short,short_chg,volume,volume_chg
中信期货（代客）,2459,-38,2370,113,1963,340
国泰君安（代客）,2168,70,3525,-14,982,21
中信建投（代客）,1561,-47,1667,16,463,-212
东证期货（代客）,1443,-79,0,0,1999,49
中粮期货（代客）,1408,89,1963,35,244,191
方正中期（代客）,1349,21,0,0,501,73
华泰期货（代客）,1108,23,1347,-47,770,-7
广发期货（代客）,1078,-28,899,-26,0,0
格林大华（代客）,1013,-93,1446,14,0,0
浙商期货（代客）,833,-9,0,0,0,0
东方财富（代客）,820,-14,0,0,348,53
中泰期货（代客）,809,7,1425,69,416,143
徽商期货（代客）,783,51,0,0,370,136
五矿期货（代客）,756,41,784,-9,0,0
银河期货（代客）,739,-14,918,20,332,84
招商期货（代客）,734,11,1250,-7,244,-22
申银万国（代客）,716,-11,0,0,0,0
海通期货（代客）,708,2,0,0,514,-78
华联期货（代客）,697,-1,0,0,0,0
新湖期货（代客）,681,33,0,0,279,20
北京首创（代客）,0,0,0,0,274,209
光大期货（代客）,0,0,916,-197,858,-40
倍特期货（代客）,0,0,0,0,520,363
中原期货（代客）,0,0,0,0,263,150
中州期货（代客）,0,0,1266,14,0,0
国元期货（代客）,0,0,0,0,305,138
南华期货（代客）,0,0,1874,15,0,0
创元期货（代客）,0,0,982,79,0,0
国投安信（代客）,0,0,1310,-21,269,128
国新国证期货（代客）,0,0,901,101,0,0
永安期货（代客）,0,0,2184,-18,0,0
瑞达期货（代客）,0,0,658,-58,0,0
鑫鼎盛期货（代客）,0,0,740,-1,0,0
