company,long,long_chg,short,short_chg,volume,volume_chg
国泰期货,1494,14,1289,-356,1754,-56
中信期货,1303,-291,2044,27,1846,-79
东方财富期货,1167,-11,379,-35,1206,-269
中粮期货,1039,-41,5232,-27,0,0
银河期货,1002,-79,0,0,789,133
方正中期期货,960,-65,396,-74,1197,-67
浙商期货,779,-75,0,0,0,0
徽商期货,746,-29,0,0,587,-87
海通期货,664,-20,684,-97,1351,-101
申银万国期货,634,-24,442,-22,714,-35
国信期货,617,-48,586,20,942,-86
广发期货,585,-46,532,-147,659,26
光大期货,581,-1,0,0,0,0
永安期货,550,-124,1380,-33,895,-6
华泰期货,540,-96,859,-100,1034,-291
平安期货,537,-25,0,0,0,0
中信建投期货,533,-57,0,0,0,0
中辉期货,518,14,374,102,0,0
东证期货,485,-54,827,-59,1067,249
国投安信期货,481,-32,600,-25,587,-65
中财期货,0,0,352,-170,0,0
东吴期货,0,0,490,-30,0,0
一德期货,0,0,348,-187,0,0
南华期货,0,0,0,0,592,23
华闻期货,0,0,0,0,657,-148
华安期货,0,0,0,0,704,192
五矿期货,0,0,487,29,0,0
国联期货,0,0,0,0,845,583
国富期货,0,0,328,125,912,-61
英大期货,0,0,537,-12,0,0
金瑞期货,0,0,0,0,675,439
