company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,2685,-20,3577,-26,254,31
中信期货,1892,19,1962,30,173,-160
方正中期,1548,61,1309,34,115,-135
南华期货,1360,0,1505,-20,64,-17
招商期货,1313,-2,1425,27,153,-7
海通期货,1131,-165,1028,-172,357,65
中信建投,1063,-11,1430,-8,147,111
长江期货,892,8,862,7,261,-17
广发期货,439,102,413,90,228,135
东方财富,349,15,0,0,59,13
中辉期货,337,14,229,6,0,0
国海良时,336,12,0,0,0,0
银河期货,303,4,0,0,0,0
平安期货,298,13,0,0,75,-46
永安期货,285,13,765,180,203,170
华泰期货,282,-11,487,0,57,14
中财期货,277,31,0,0,0,0
中泰期货,263,2,398,2,40,16
创元期货,248,4,0,0,0,0
宏源期货,228,9,0,0,0,0
东证期货,0,0,0,0,314,150
东海期货,0,0,202,1,0,0
东吴期货,0,0,375,5,80,42
中州期货,0,0,637,0,0,0
国元期货,0,0,0,0,88,4
光大期货,0,0,0,0,53,-17
五矿期货,0,0,292,-5,0,0
国联期货,0,0,362,8,0,0
徽商期货,0,0,0,0,70,29
民生期货,0,0,0,0,62,48
鑫鼎盛期货,0,0,225,0,0,0
首创京都,0,0,810,-7,0,0
