company,long,long_chg,short,short_chg,volume,volume_chg
中信期货（代客）,5054,927,5511,327,9520,3565
国泰君安（代客）,4785,-10,7381,-50,13026,2422
东证期货（代客）,4449,249,4472,104,9471,1635
广发期货（代客）,3228,584,1399,371,3309,1362
华泰期货（代客）,2914,-52,2076,-259,3109,461
银河期货（代客）,2805,-51,2480,96,5580,1285
方正中期（代客）,2229,-176,2453,-804,3710,1688
海通期货（代客）,2064,-129,1144,231,6370,1782
中信建投（代客）,2008,-23,3486,102,3807,579
光大期货（代客）,1959,135,1916,608,3878,1115
徽商期货（代客）,1893,-25,0,0,2453,660
中泰期货（代客）,1883,311,1905,-163,3548,1226
浙商期货（代客）,1774,-160,0,0,2298,1030
国元期货（代客）,1629,124,0,0,0,0
永安期货（代客）,1617,-40,3681,28,0,0
招商期货（代客）,1559,-45,0,0,0,0
东航期货（代客）,1360,-37,0,0,0,0
东方财富（代客）,1323,-194,0,0,2949,897
东吴期货（代客）,1263,68,1169,2,1592,201
平安期货（代客）,1201,41,0,0,0,0
中原期货（代客）,0,0,0,0,1419,474
中辉期货（代客）,0,0,0,0,1777,826
南华期货（代客）,0,0,1672,-77,0,0
创元期货（代客）,0,0,1095,-49,0,0
中粮期货（代客）,0,0,6309,20,0,0
国投期货（代客）,0,0,1253,-38,0,0
国富期货（代客）,0,0,1250,-62,1990,730
格林大华（代客）,0,0,2572,91,0,0
申银万国（代客）,0,0,0,0,1994,974
首创京都（代客）,0,0,1462,-30,1486,606
