company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,7923,-34,9425,37,779,-287
中信期货,3720,1,5994,-31,862,-753
中信建投,3669,19,3864,3,214,-190
方正中期,3640,43,2969,-20,517,-163
招商期货,3041,82,2554,70,758,-278
海通期货,2498,5,2270,-2,435,-288
中粮期货,2495,71,4785,19,0,0
永安期货,2398,-28,4781,24,0,0
银河期货,2277,141,0,0,611,-312
国投期货,1942,160,2141,-34,280,164
南华期货,1407,29,2225,-4,0,0
中财期货,1400,23,799,13,0,0
华泰期货,1390,-577,0,0,729,-132
长江期货,1266,-13,1558,10,447,-113
中泰期货,1265,-23,2071,-7,364,30
一德期货,1234,-1,0,0,0,0
东证期货,1109,10,2573,22,1588,-605
中州期货,969,69,0,0,0,0
广发期货,912,19,775,1,198,40
新湖期货,902,23,0,0,132,48
东吴期货,0,0,1246,-11,0,0
五矿期货,0,0,789,9,0,0
创元期货,0,0,0,0,148,107
华安期货,0,0,0,0,244,-19
华宝期货,0,0,0,0,151,149
国海良时,0,0,883,25,0,0
大地期货,0,0,0,0,138,42
广州期货,0,0,956,0,0,0
宝城期货,0,0,0,0,190,87
格林大华,0,0,2670,4,0,0
申银万国,0,0,0,0,163,91
