company,long,long_chg,short,short_chg,volume,volume_chg
东证期货,1265,-8,396,-101,535,-1490
中信期货,1189,0,3308,420,666,-743
国泰君安,823,-20,2270,6,262,-413
方正中期,761,26,451,7,257,-81
广发期货,714,-39,405,20,145,-46
国信期货,701,330,0,0,409,303
徽商期货,631,-27,0,0,150,-16
华泰期货,561,51,380,-79,220,-48
申银万国,547,25,0,0,0,0
永安期货,540,26,1779,50,208,83
东吴期货,529,-7,0,0,0,0
海通期货,515,141,389,222,451,98
民生期货,496,6,0,0,0,0
中信建投,464,-39,0,0,184,-141
银河期货,454,-43,577,127,302,-65
平安期货,440,-3,0,0,0,0
先锋期货,433,5,0,0,0,0
中粮期货,433,34,516,-66,158,-162
华安期货,429,-11,0,0,0,0
国贸期货,428,-9,0,0,0,0
国海良时,0,0,508,2,0,0
国投期货,0,0,1528,48,0,0
华闻期货,0,0,0,0,148,33
南华期货,0,0,1266,0,0,0
五矿期货,0,0,483,-4,0,0
中泰期货,0,0,0,0,211,-35
光大期货,0,0,0,0,173,55
创元期货,0,0,348,0,0,0
中州期货,0,0,837,-1,0,0
正信期货,0,0,617,0,0,0
新湖期货,0,0,0,0,149,64
格林大华,0,0,2683,-23,0,0
渤海期货,0,0,0,0,360,295
浙商期货,0,0,0,0,154,-133
瑞达期货,0,0,414,-53,0,0
首创京都,0,0,1359,-284,285,192
