company,long,long_chg,short,short_chg,volume,volume_chg
南华期货,1104,10,490,75,0,0
广发期货,896,2,0,0,0,0
国泰期货,890,-28,382,15,99,17
华泰期货,796,28,917,-4,120,-50
申银万国期货,796,-27,0,0,117,66
银河期货,664,-5,135,-5,0,0
中信期货,533,60,2838,181,509,375
中粮期货,518,-7,3339,-13,0,0
格林期货,450,1,909,1,0,0
国投安信期货,415,3,2923,-6,0,0
浙商期货,407,-77,0,0,101,-193
华安期货,391,-4,0,0,0,0
方正中期期货,385,-9,0,0,117,64
东吴期货,383,120,0,0,245,151
永安期货,364,27,589,-4,103,-103
中辉期货,346,-18,0,0,0,0
徽商期货,325,-15,0,0,163,72
光大期货,317,-40,0,0,387,36
海通期货,301,38,0,0,182,83
平安期货,285,6,0,0,156,-13
东证期货,0,0,0,0,148,-77
东海期货,0,0,376,0,0,0
东方财富期货,0,0,394,-15,0,0
华西期货,0,0,518,-6,0,0
华融融达期货,0,0,307,-2,0,0
五矿期货,0,0,250,1,0,0
中信建投期货,0,0,337,12,132,-66
华闻期货,0,0,0,0,136,78
国元期货,0,0,0,0,105,87
国富期货,0,0,0,0,133,-66
宏源期货,0,0,0,0,148,29
安粮期货,0,0,293,-25,100,74
新湖期货,0,0,181,77,0,0
盛达期货,0,0,209,-2,0,0
美尔雅期货,0,0,476,0,0,0
鲁证期货,0,0,351,44,105,55
