company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,2025,84,3816,44,892,168
东证期货,1787,156,1137,144,1494,278
国泰君安,1749,102,1188,-7,689,-78
浙商期货,1504,3,779,13,988,-63
华泰期货,1479,-62,1920,31,867,232
新湖期货,1282,-11,1240,2,0,0
中原期货,1248,512,0,0,1303,517
海通期货,1170,269,0,0,630,319
银河期货,1093,20,1036,196,436,227
招商期货,1060,15,1567,-2,0,0
国信期货,1022,170,744,165,443,296
方正中期,1020,79,0,0,484,-194
中信建投,966,-207,1262,-52,1069,593
紫金天风,868,-5,0,0,0,0
中泰期货,868,131,1738,52,845,-133
广发期货,851,-17,0,0,0,0
国投安信,813,-245,2221,1,532,310
永安期货,806,-13,1423,-21,0,0
东方财富,768,75,0,0,454,76
中财期货,716,53,0,0,0,0
中粮期货,0,0,4169,29,0,0
中州期货,0,0,810,-19,0,0
东吴期货,0,0,0,0,263,8
兴证期货,0,0,0,0,431,383
国富期货,0,0,0,0,560,180
南华期货,0,0,1499,-38,435,47
华西期货,0,0,663,78,0,0
宏源期货,0,0,0,0,306,146
瑞达期货,0,0,893,49,0,0
鑫鼎盛期货,0,0,686,0,0,0
首创京都,0,0,1620,-1,0,0
齐盛期货,0,0,0,0,274,-49
