company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,8311,253,15078,192,3147,-4064
中信期货,7918,107,11526,423,3226,-2932
方正中期,6081,114,4023,165,689,-1190
东方财富,4957,352,0,0,1205,-892
中信建投,4555,289,6346,27,1114,-1026
海通期货,3428,62,2384,38,734,-364
长江期货,3361,44,3000,-112,0,0
银河期货,3347,260,2595,104,1266,-639
招商期货,2983,8,2182,31,717,-518
广发期货,2971,173,2748,-80,947,-1517
永安期货,2920,5,6719,-78,0,0
东证期货,2893,129,4624,74,4109,-2892
南华期货,2888,-45,3139,77,2632,-1854
中泰期货,2867,-264,3786,-142,1518,-2144
徽商期货,2567,63,0,0,634,-658
华泰期货,2209,86,2897,771,1747,-1583
国信期货,2198,63,0,0,0,0
光大期货,2115,303,2241,240,1909,181
平安期货,2018,128,0,0,633,-195
申银万国,1900,-61,0,0,0,0
中金财富,0,0,0,0,1311,774
中财期货,0,0,2208,-75,0,0
中粮期货,0,0,2035,153,673,158
东吴期货,0,0,2654,268,0,0
宝城期货,0,0,2043,1,0,0
国投期货,0,0,2457,73,0,0
国元期货,0,0,0,0,553,-785
浙商期货,0,0,0,0,852,-924
