company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,3341,2,3848,-47,1523,667
中信期货,2387,60,1715,38,1700,597
方正中期,1861,-44,1083,-14,398,37
中信建投,1609,-2,1206,-14,1290,830
海通期货,1314,133,1240,-12,1212,375
南华期货,1289,89,1849,-7,908,568
招商期货,1255,14,1242,5,279,-61
长江期货,1236,-17,1098,-3,1016,581
银河期货,1085,22,0,0,802,573
东证期货,914,58,877,-1,1553,1084
华泰期货,724,69,690,54,635,288
中泰期货,631,-182,0,0,487,251
东方财富,624,-68,0,0,578,330
光大期货,557,19,607,4,282,64
国海良时,553,-14,0,0,0,0
国投期货,549,31,698,12,0,0
徽商期货,533,50,0,0,341,223
永安期货,521,17,1746,-67,434,119
广发期货,500,-21,564,-179,486,325
平安期货,491,-14,0,0,0,0
创元期货,0,0,921,-6,0,0
五矿期货,0,0,650,26,0,0
中粮期货,0,0,2064,7,0,0
东海期货,0,0,456,74,0,0
东吴期货,0,0,0,0,548,371
新湖期货,0,0,673,98,493,440
浙商期货,0,0,0,0,1032,873
首创京都,0,0,727,2,0,0
