company,long,long_chg,short,short_chg,volume,volume_chg
永安期货,1880,15,416,-4,51,-152
华泰期货,1254,107,939,-55,192,91
国泰期货,1032,73,2446,-3,268,-23
广发期货,1017,7,0,0,0,0
国投安信期货,975,-19,2740,162,257,-143
东证期货,911,15,112,1,102,-227
中泰期货,805,-32,403,6,102,-36
中辉期货,641,1,0,0,0,0
中信期货,624,45,3121,84,233,-361
光大期货,452,0,818,1,0,0
银河期货,448,14,106,0,54,-24
先锋期货,425,-28,0,0,0,0
建信期货,384,9,0,0,0,0
申银万国期货,353,2,0,0,0,0
和合期货,337,0,0,0,0,0
华联期货,330,1,0,0,0,0
一德期货,320,0,134,-15,0,0
中财期货,301,-20,0,0,56,8
东航期货,294,31,0,0,0,0
华鑫期货,291,-2,0,0,0,0
中信建投期货,0,0,109,21,94,-156
国信期货,0,0,267,-14,166,-68
南华期货,0,0,820,0,0,0
华闻期货,0,0,94,-10,0,0
兴证期货,0,0,267,29,87,-96
中粮期货,0,0,5271,2,0,0
中州期货,0,0,985,1,0,0
京都期货,0,0,327,64,92,-116
国元期货,0,0,0,0,92,37
方正中期期货,0,0,0,0,186,-36
宏源期货,0,0,0,0,74,21
国富期货,0,0,0,0,150,-84
渤海期货,0,0,0,0,67,3
物产中大,0,0,130,5,0,0
紫金天风,0,0,193,-1,0,0
西部期货,0,0,0,0,69,-111
长江期货,0,0,0,0,52,27
