company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,3855,692,7062,636,7732,4139
东证期货,3343,318,3455,200,8402,3921
国泰君安,3260,504,4892,-275,8781,4771
海通期货,2044,227,1073,426,4928,2851
光大期货,1963,225,1808,152,3927,1144
银河期货,1870,-33,2058,103,3972,1588
华闻期货,1691,294,1328,305,4307,2563
中信建投,1626,-346,2391,26,2872,1864
方正中期,1621,-32,906,230,2440,462
广发期货,1527,75,827,125,2296,1269
中泰期货,1512,-960,1849,312,4896,2691
国海良时,1483,12,0,0,0,0
华泰期货,1412,49,2695,-47,2760,1488
东吴期货,1331,-196,0,0,2096,1453
浙商期货,1252,-75,0,0,2002,1015
徽商期货,1186,7,0,0,1451,547
平安期货,1097,-102,0,0,0,0
兴证期货,1051,311,0,0,0,0
国富期货,949,55,0,0,2234,1659
国元期货,935,162,844,136,0,0
中原期货,0,0,855,94,0,0
中州期货,0,0,1769,63,0,0
南华期货,0,0,0,0,2122,1278
创元期货,0,0,927,-39,0,0
中粮期货,0,0,0,0,1447,1229
新湖期货,0,0,825,-143,0,0
永安期货,0,0,3224,-119,0,0
格林大华,0,0,1646,83,0,0
瑞达期货,0,0,824,-542,1834,670
首创京都,0,0,0,0,1480,838
