company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,3245,-34,3489,-198,2162,-158
中泰期货,2883,26,1094,-1,0,0
国泰君安,2049,30,3500,-12,1532,-503
中粮期货,1477,-8,2128,155,507,218
南华期货,1311,58,2054,37,1911,344
方正中期,1286,19,0,0,762,-62
华泰期货,1205,-84,2298,-11,681,-250
光大期货,1141,-158,1768,-136,1170,-202
东证期货,1126,127,2210,276,1893,-480
海通期货,1116,-164,892,-1,733,-434
广发期货,1071,24,586,15,259,-33
银河期货,1051,19,1331,84,357,-40
中信建投,1039,-305,1248,-301,1046,-90
国富期货,988,-16,0,0,245,114
东方财富,897,25,0,0,0,0
永安期货,856,-17,1664,-1,0,0
国信期货,851,-3,0,0,0,0
徽商期货,845,11,0,0,352,40
中辉期货,811,4,0,0,0,0
东吴期货,774,5,0,0,0,0
创元期货,0,0,1236,0,0,0
中财期货,0,0,0,0,469,180
中州期货,0,0,876,2,260,-7
兴证期货,0,0,0,0,272,208
国海良时,0,0,513,4,0,0
国元期货,0,0,0,0,597,246
国投期货,0,0,1268,28,0,0
格林大华,0,0,1904,93,372,264
瑞达期货,0,0,791,55,0,0
长江期货,0,0,0,0,347,-156
首创京都,0,0,3170,-60,0,0
