company,long,long_chg,short,short_chg,volume,volume_chg
国泰期货,1346,161,1428,91,942,-444
中信期货,1134,30,1495,-40,1064,-883
华泰期货,1074,-17,751,-201,1188,-87
永安期货,921,14,2343,-15,0,0
海通期货,897,44,470,24,1484,4
东方财富期货,864,-31,567,14,1117,-334
银河期货,848,-112,386,-50,674,-117
中粮期货,751,51,3319,-89,0,0
国信期货,696,24,328,-51,1189,-21
东证期货,664,-13,1022,283,1404,-85
中信建投期货,600,-35,657,28,541,13
广发期货,592,-8,673,-4,0,0
方正中期期货,492,61,354,102,719,-307
浙商期货,469,-18,0,0,0,0
光大期货,443,19,320,-20,0,0
东亚期货,408,84,0,0,0,0
国投安信期货,404,91,2225,-12,353,-383
平安期货,398,4,0,0,0,0
申银万国期货,379,4,0,0,0,0
徽商期货,329,-1,0,0,408,-200
东吴期货,0,0,342,170,348,55
一德期货,0,0,0,0,382,236
东海期货,0,0,0,0,838,453
五矿期货,0,0,481,-14,0,0
南华期货,0,0,428,-42,0,0
华闻期货,0,0,0,0,776,125
中投期货,0,0,424,69,0,0
国贸期货,0,0,515,-8,0,0
国富期货,0,0,0,0,489,-38
混沌天成,0,0,0,0,324,304
首创期货,0,0,0,0,378,235
鲁证期货,0,0,0,0,646,-168
