company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,2132,-199,2589,-108,2929,-889
华泰期货,1947,-188,1497,-13,1509,-454
国泰君安,1635,-104,1816,-110,2730,-1600
东方财富,1506,71,650,6,1735,-1012
海通期货,1481,-14,1254,-69,2483,-1002
广发期货,1372,-37,1169,177,1912,423
中信建投,1281,114,532,-365,2181,-164
中泰期货,1183,-91,1278,-24,795,-517
银河期货,1179,-31,1178,-69,1312,-357
东证期货,1084,-41,922,-99,2840,-134
浙商期货,959,-29,699,133,4804,-875
南华期货,909,13,1847,-9,676,-558
国投安信,886,-60,831,-38,0,0
方正中期,884,-112,543,-59,1215,-369
长江期货,878,4,794,60,826,105
平安期货,758,108,0,0,0,0
徽商期货,735,8,0,0,902,-692
五矿期货,597,-84,723,12,0,0
华闻期货,594,54,0,0,687,-232
国富期货,584,-136,0,0,1526,-965
中粮期货,0,0,3158,-61,0,0
中州期货,0,0,616,-10,0,0
招商期货,0,0,0,0,673,-115
永安期货,0,0,789,-150,627,-174
西部期货,0,0,0,0,597,-20
紫金天风,0,0,652,28,0,0
