company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,2979,41,1351,98,329,142
国泰君安,1729,-70,3835,-10,492,115
永安期货,1222,-133,3655,-106,477,138
东证期货,1098,57,442,72,881,96
广发期货,886,18,373,-1,0,0
东吴期货,883,-11,500,-6,125,-203
中泰期货,880,0,1436,2,130,-9
平安期货,851,7,529,0,0,0
银河期货,846,13,0,0,136,-66
新湖期货,836,39,0,0,0,0
方正中期,791,32,0,0,172,21
东方财富,734,19,0,0,138,56
中信建投,716,53,805,-12,185,6
中粮期货,681,-18,2662,-9,0,0
南华期货,679,16,2227,59,797,136
一德期货,651,7,0,0,0,0
徽商期货,629,45,0,0,170,26
中财期货,552,-397,0,0,438,400
光大期货,525,-22,0,0,132,81
浙商期货,509,50,0,0,0,0
国元期货,0,0,0,0,129,-90
国富期货,0,0,412,0,0,0
华泰期货,0,0,0,0,153,-5
五矿期货,0,0,858,-4,0,0
中州期货,0,0,1424,-1,0,0
国信期货,0,0,0,0,168,106
国投期货,0,0,1162,0,0,0
国海良时,0,0,1086,0,0,0
招商期货,0,0,366,-175,655,101
格林大华,0,0,5022,0,0,0
海通期货,0,0,0,0,117,38
瑞达期货,0,0,464,-47,0,0
长江期货,0,0,393,-4,0,0
首创京都,0,0,0,0,237,225
