company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,1739,94,5003,288,778,205
东证期货,1486,38,983,0,2080,-102
国泰君安,1418,92,2952,158,712,-158
广发期货,1009,44,0,0,0,0
华泰期货,916,186,1022,28,1018,203
方正中期,873,86,601,20,486,78
徽商期货,857,36,0,0,389,102
国信期货,827,-31,0,0,0,0
中信建投,780,31,0,0,565,65
银河期货,765,64,875,2,320,61
中粮期货,726,-9,0,0,0,0
永安期货,683,-16,2281,275,335,95
申银万国,664,35,0,0,0,0
平安期货,657,53,0,0,203,-74
海通期货,641,-16,0,0,569,-80
民生期货,632,4,0,0,0,0
东方财富,568,9,0,0,204,-16
华安期货,545,8,0,0,0,0
中泰期货,508,8,0,0,372,-12
先锋期货,488,11,0,0,0,0
东吴期货,0,0,529,5,0,0
宝城期货,0,0,0,0,245,128
国贸期货,0,0,0,0,215,136
国海良时,0,0,502,-1,0,0
国投期货,0,0,1569,12,0,0
南华期货,0,0,1608,117,491,-78
中州期货,0,0,1222,67,0,0
五矿期货,0,0,485,0,0,0
光大期货,0,0,0,0,197,105
正信期货,0,0,751,9,0,0
格林大华,0,0,2671,3,0,0
广州期货,0,0,548,-7,0,0
新湖期货,0,0,914,176,296,230
瑞达期货,0,0,820,2,0,0
浙商期货,0,0,0,0,283,39
长江期货,0,0,753,100,403,-74
首创京都,0,0,1443,-15,0,0
