company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,5829,-129,5106,-125,4172,849
中信期货（代客）,5039,-251,3636,-25,3702,433
东证期货（代客）,2367,-309,1148,27,3964,221
银河期货（代客）,2286,442,1420,319,1777,576
海通期货（代客）,2248,88,1413,140,1584,172
中信建投（代客）,2187,-71,3250,-37,1420,245
方正中期（代客）,2110,187,1226,-176,2359,1206
中粮期货（代客）,1881,12,4331,90,0,0
广发期货（代客）,1846,309,1601,157,1310,359
华泰期货（代客）,1672,3,1792,25,1490,-34
五矿期货（代客）,1602,-54,2150,-68,0,0
永安期货（代客）,1466,-142,1988,-16,736,-114
中泰期货（代客）,1435,145,2389,324,1923,641
招商期货（代客）,1283,69,1567,-10,747,157
平安期货（代客）,1131,132,0,0,0,0
光大期货（代客）,1067,49,0,0,1622,-165
南华期货（代客）,1045,-78,2790,-52,0,0
长江期货（代客）,1033,-7,964,-2,857,-179
格林大华（代客）,914,-118,2828,7,0,0
一德期货（代客）,908,26,0,0,0,0
东方财富（代客）,0,0,0,0,732,-16
中辉期货（代客）,0,0,0,0,809,363
中州期货（代客）,0,0,1597,-49,0,0
中原期货（代客）,0,0,0,0,1399,491
东吴期货（代客）,0,0,0,0,1023,338
徽商期货（代客）,0,0,0,0,1097,528
国投安信（代客）,0,0,1303,18,0,0
兴证期货（代客）,0,0,0,0,792,-310
首创京都（代客）,0,0,1157,87,0,0
