company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,2683,-49,3821,133,2400,386
国泰君安,2606,-214,3280,61,3303,593
银河期货,2367,84,2411,-173,1279,82
东方财富,2211,321,0,0,2035,-81
永安期货,1675,-64,1345,12,672,1
中泰期货,1568,5,1366,0,0,0
广发期货,1379,112,1115,32,656,-35
方正中期,1355,3,820,-224,1489,218
华泰期货,1336,14,3166,-54,1402,-272
中信建投,1161,87,1035,-101,1594,-466
徽商期货,992,67,0,0,1028,270
东证期货,971,-11,1623,65,2326,273
平安期货,922,-14,0,0,602,12
中粮期货,908,14,3373,23,0,0
海通期货,890,-396,905,-173,1807,-130
国投安信,873,-154,1089,-9,569,3
南华期货,837,24,1279,16,798,-239
光大期货,825,20,0,0,864,-42
瑞达期货,817,-25,692,42,0,0
先锋期货,791,79,0,0,0,0
上海大陆,0,0,774,13,0,0
五矿期货,0,0,781,23,0,0
一德期货,0,0,939,-13,0,0
东吴期货,0,0,0,0,600,84
国富期货,0,0,0,0,1203,-297
华闻期货,0,0,0,0,776,97
新湖期货,0,0,680,144,0,0
长江期货,0,0,0,0,677,117
首创京都,0,0,1090,-8,0,0
