company,long,long_chg,short,short_chg,volume,volume_chg
中信期货（代客）,2233,-23,1888,5,496,-48
国泰君安（代客）,1560,-43,2616,2,695,-93
东证期货（代客）,1221,44,0,0,655,-478
海通期货（代客）,1069,-2,708,3,347,-411
方正中期（代客）,925,36,1293,51,345,-275
南华期货（代客）,873,19,1114,-22,171,-28
中泰期货（代客）,754,7,740,0,0,0
华泰期货（代客）,684,-15,557,-11,0,0
招商期货（代客）,636,40,940,43,121,-28
银河期货（代客）,618,-4,0,0,0,0
光大期货（代客）,565,-197,0,0,439,-359
东方财富（代客）,528,0,0,0,156,-44
徽商期货（代客）,524,-4,0,0,0,0
中信建投（代客）,470,27,0,0,171,7
兴证期货（代客）,427,0,0,0,0,0
创元期货（代客）,426,-10,0,0,0,0
永安期货（代客）,424,6,2058,92,206,42
东吴期货（代客）,417,0,0,0,0,0
中粮期货（代客）,399,2,0,0,0,0
冠通期货（代客）,394,-6,0,0,0,0
东海期货（代客）,0,0,0,0,119,27
国投期货（代客）,0,0,841,28,0,0
中辉期货（代客）,0,0,0,0,189,9
五矿期货（代客）,0,0,737,79,0,0
中原期货（代客）,0,0,0,0,140,79
国富期货（代客）,0,0,479,-106,131,-337
建信期货（代客）,0,0,0,0,139,3
大地期货（代客）,0,0,501,0,0,0
格林大华（代客）,0,0,1243,35,197,102
广发期货（代客）,0,0,886,94,353,58
广州期货（代客）,0,0,391,0,0,0
瑞达期货（代客）,0,0,922,-5,0,0
福能期货（代客）,0,0,0,0,172,159
紫金天风（代客）,0,0,404,0,0,0
长江期货（代客）,0,0,381,7,182,26
首创京都（代客）,0,0,1727,68,0,0
