company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,4453,202,6307,177,1273,-1346
国泰君安,4358,-135,6070,252,1365,-330
方正中期,3048,112,2402,74,498,-204
海通期货,2073,146,2087,230,598,-598
中信建投,1874,33,3335,84,495,-198
招商期货,1688,17,1659,26,0,0
南华期货,1411,-6,2168,-350,1726,-494
广发期货,1393,-13,754,23,424,-16
永安期货,1359,46,1094,-22,0,0
银河期货,1313,-30,767,-5,409,-106
东方财富,1309,-40,0,0,430,-31
长江期货,1284,14,1422,-5,497,56
华安期货,1100,13,0,0,0,0
东吴期货,987,29,0,0,318,-776
光大期货,948,-18,0,0,506,-329
平安期货,947,12,0,0,0,0
徽商期货,894,56,0,0,314,-201
东证期货,883,-195,1397,-197,1140,-1486
华泰期货,812,-119,0,0,392,-359
国信期货,770,-61,1209,28,369,25
中州期货,0,0,951,-10,0,0
五矿期货,0,0,779,0,0,0
中泰期货,0,0,0,0,469,-361
中财期货,0,0,1258,184,0,0
中粮期货,0,0,0,0,866,403
宏源期货,0,0,0,0,490,363
国投期货,0,0,1636,84,0,0
国贸期货,0,0,0,0,375,242
新湖期货,0,0,1480,-67,0,0
格林大华,0,0,1459,1,0,0
盛达期货,0,0,727,56,0,0
