company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,4861,33,6030,-256,4385,-530
中信期货（代客）,4121,-61,4205,181,4658,-686
东证期货（代客）,2777,31,3128,312,5361,-778
中粮期货（代客）,2757,57,3844,5,0,0
广发期货（代客）,2505,11,1971,-29,1776,-329
永安期货（代客）,2459,-2,3699,-89,803,-149
中泰期货（代客）,2350,-60,1496,-106,1226,-372
中信建投（代客）,2327,-73,2035,-79,1972,-240
银河期货（代客）,2300,-102,1838,-102,2784,-691
东方财富（代客）,2190,-66,0,0,1477,-502
方正中期（代客）,2151,-99,1446,86,2131,384
海通期货（代客）,1859,-302,1417,-178,3106,-330
平安期货（代客）,1767,-52,0,0,0,0
徽商期货（代客）,1577,27,0,0,1295,-82
华泰期货（代客）,1517,-363,1875,73,2514,-367
光大期货（代客）,1399,-121,1164,-70,2155,-54
格林大华（代客）,1225,18,3390,-28,0,0
中辉期货（代客）,1141,22,0,0,0,0
申银万国（代客）,1112,74,0,0,0,0
弘业期货（代客）,1104,29,0,0,0,0
东吴期货（代客）,0,0,0,0,952,-350
东海期货（代客）,0,0,0,0,881,170
中州期货（代客）,0,0,1349,61,0,0
南华期货（代客）,0,0,1729,-74,0,0
华闻期货（代客）,0,0,0,0,1808,-133
兴证期货（代客）,0,0,1421,496,1075,-168
国海良时（代客）,0,0,0,0,1143,980
国投安信（代客）,0,0,1345,-27,0,0
国富期货（代客）,0,0,0,0,924,-66
浙商期货（代客）,0,0,1170,-29,0,0
瑞达期货（代客）,0,0,1543,14,0,0
