company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,2840,40,7490,425,3707,2292
东证期货,2383,24,1855,254,5256,2279
方正中期,2375,464,0,0,1778,1235
中信期货,2367,-870,3408,-235,5537,2175
中泰期货,1863,171,2464,129,1700,569
银河期货,1795,-97,1066,-60,1615,839
东方财富,1611,85,0,0,1299,817
中信建投,1528,9,1109,-52,1793,1379
光大期货,1493,222,945,346,1626,1194
永安期货,1491,404,8032,-14,1080,98
新湖期货,1447,27,0,0,0,0
广发期货,1352,-51,1097,56,1173,818
徽商期货,1311,-50,0,0,1431,915
国金期货,1237,273,0,0,1105,940
平安期货,1230,-15,0,0,0,0
招商期货,1108,399,899,359,2144,918
中辉期货,1064,65,0,0,0,0
华泰期货,1047,141,0,0,1163,695
南华期货,1038,-6,2628,-29,2513,1824
中粮期货,1035,-59,3928,-232,0,0
一德期货,0,0,857,-1,0,0
五矿期货,0,0,1542,414,1163,654
中财期货,0,0,842,-148,1283,483
中州期货,0,0,1659,-86,0,0
东吴期货,0,0,968,190,2181,1408
国海良时,0,0,1118,1,0,0
国投期货,0,0,2444,108,0,0
弘业期货,0,0,0,0,1109,787
格林大华,0,0,5095,-128,0,0
