company,long,long_chg,short,short_chg,volume,volume_chg
东证期货,7405,66,4746,517,11957,567
国泰君安,5978,-71,11291,-713,15260,-380
中信期货,5943,-338,10772,288,15590,-853
银河期货,4294,59,5153,-173,6494,91
中泰期货,4024,52,5177,-136,3186,983
中信建投,3832,151,3796,8,4137,745
永安期货,3588,63,8785,-1152,2751,1225
华泰期货,3466,113,2641,-17,2818,754
广发期货,3341,-92,2211,-30,1274,-883
中粮期货,3336,-98,4149,-154,0,0
方正中期,3117,-362,0,0,2264,363
东方财富,3073,60,0,0,2915,286
光大期货,3051,-168,1874,-107,3507,154
徽商期货,2590,29,0,0,1781,281
平安期货,2393,10,0,0,0,0
海通期货,2055,-87,2292,152,4015,-375
南华期货,2050,28,2249,-5,9105,-424
东吴期货,1836,49,2372,382,1447,-99
中财期货,1700,101,2016,23,0,0
兴证期货,1584,76,0,0,0,0
一德期货,0,0,2737,35,0,0
中州期货,0,0,2266,-76,0,0
华闻期货,0,0,0,0,1390,420
国海良时,0,0,0,0,1345,772
国投期货,0,0,4775,112,1224,-778
格林大华,0,0,5878,-74,0,0
瑞达期货,0,0,1801,-25,1221,-265
