company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,2163,76,1312,37,213,-72
国泰君安,1652,8,2084,12,198,-41
中财期货,1343,11,0,0,0,0
永安期货,1072,0,3448,-3,0,0
东证期货,866,-23,0,0,687,-192
新湖期货,800,-50,0,0,80,-12
平安期货,791,17,388,-20,0,0
银河期货,761,7,0,0,93,-16
一德期货,760,28,0,0,0,0
东方财富,653,4,0,0,0,0
广发期货,649,31,0,0,87,-49
中粮期货,645,-6,2434,0,0,0
中原期货,625,2,0,0,0,0
中信建投,617,-12,558,-5,0,0
浙商期货,566,-16,0,0,0,0
中泰期货,562,4,940,-2,102,-19
国投期货,518,-3,935,-3,0,0
方正中期,516,-72,0,0,115,31
中州期货,452,-29,1181,0,0,0
国信期货,444,2,0,0,0,0
东吴期货,0,0,511,-6,65,8
华西期货,0,0,576,-6,0,0
中辉期货,0,0,0,0,67,43
国贸期货,0,0,0,0,77,72
国海良时,0,0,403,0,0,0
国元期货,0,0,0,0,89,63
国富期货,0,0,374,-2,0,0
南华期货,0,0,2255,125,151,30
五矿期货,0,0,571,-1,0,0
兴业期货,0,0,363,0,0,0
徽商期货,0,0,0,0,129,-28
恒泰期货,0,0,0,0,165,153
招商期货,0,0,0,0,172,-36
宏源期货,0,0,0,0,56,20
格林大华,0,0,2701,4,0,0
渤海期货,0,0,0,0,72,32
瑞达期货,0,0,514,-8,66,-175
长江期货,0,0,395,0,105,84
首创京都,0,0,717,0,0,0
