company,long,long_chg,short,short_chg,volume,volume_chg
中信期货（代客）,2520,61,2263,-107,2956,993
国泰君安（代客）,2389,221,3478,-47,1538,556
中信建投（代客）,1558,-3,1742,75,1326,863
东证期货（代客）,1516,73,718,110,2967,968
方正中期（代客）,1416,67,0,0,863,362
中粮期货（代客）,1403,-5,2000,37,0,0
华泰期货（代客）,1093,-15,1274,-73,988,218
格林大华（代客）,1019,6,1306,-140,0,0
广发期货（代客）,1009,-69,877,-22,0,0
海通期货（代客）,947,239,0,0,1195,681
光大期货（代客）,864,359,1294,378,1089,231
中泰期货（代客）,851,42,954,-471,983,567
浙商期货（代客）,824,-9,0,0,357,267
东方财富（代客）,811,-9,0,0,543,195
申银万国（代客）,775,59,0,0,0,0
徽商期货（代客）,746,-37,0,0,531,161
新湖期货（代客）,736,55,0,0,531,252
华联期货（代客）,693,-4,0,0,0,0
银河期货（代客）,687,-52,882,-36,512,180
招商期货（代客）,666,-68,1289,39,365,121
中州期货（代客）,0,0,1245,-21,0,0
中原期货（代客）,0,0,0,0,430,167
创元期货（代客）,0,0,1012,30,0,0
国元期货（代客）,0,0,0,0,395,90
南华期货（代客）,0,0,2194,320,926,691
五矿期货（代客）,0,0,815,31,565,419
国新国证期货（代客）,0,0,901,0,0,0
国投安信（代客）,0,0,1330,20,0,0
国富期货（代客）,0,0,0,0,425,222
永安期货（代客）,0,0,2211,27,0,0
鑫鼎盛期货（代客）,0,0,740,0,0,0
