company,long,long_chg,short,short_chg,volume,volume_chg
东证期货,6200,692,3802,-449,12199,1758
中信期货,6180,186,9936,369,21055,4658
国泰君安,6158,-535,10421,-4,16373,4338
银河期货,4610,63,4660,213,7784,1513
中信建投,4065,-164,3903,-27,4897,1124
永安期货,3900,-11,8862,105,2200,732
中粮期货,3262,392,3903,86,0,0
中泰期货,3251,97,4742,-197,3360,692
华泰期货,3189,-157,2412,-616,4619,1052
广发期货,3085,-269,2108,14,2417,617
方正中期,2518,-314,0,0,2537,459
光大期货,2385,272,2097,490,4632,1660
徽商期货,2305,-133,0,0,2237,766
南华期货,2290,-22,2165,-482,13470,6552
海通期货,2281,228,1500,-86,5274,1112
中财期货,1849,-79,1685,-75,0,0
平安期货,1805,5,0,0,0,0
东方财富,1690,-197,0,0,3732,1217
东吴期货,1624,25,1604,-203,2046,421
新湖期货,1554,-101,0,0,0,0
中州期货,0,0,1930,-77,0,0
兴证期货,0,0,0,0,2315,1908
五矿期货,0,0,1543,-82,0,0
国投期货,0,0,3299,296,0,0
国信期货,0,0,0,0,2315,1311
国元期货,0,0,0,0,2485,674
格林大华,0,0,5553,-397,0,0
浙商期货,0,0,1688,330,0,0
瑞达期货,0,0,0,0,2800,1256
