date,net_position
2023-02-06,-7975
2023-02-07,-7143
2023-02-08,-6924
2023-02-09,-6698
2023-02-10,-6160
2023-02-13,-6444
2023-02-14,-7333
2023-02-15,-7260
2023-02-16,-7209
2023-02-17,-6932
2023-02-20,-7064
2023-02-21,-7184
2023-02-22,-6990
2023-02-23,-6804
2023-02-24,-7229
2023-02-27,-6823
2023-02-28,-6716
2023-03-01,-5781
2023-03-02,-5651
2023-03-03,-5071
2023-03-06,-4275
2023-03-07,-5142
2023-03-08,-4613
2023-03-09,-5245
2023-03-10,-4548
2023-03-13,-5295
2023-03-14,-5950
2023-03-15,-5630
2023-03-16,-5474
2023-03-17,-5884
2023-03-20,-5525
2023-03-21,-5281
2023-03-22,-5284
2023-03-23,-4714
2023-03-24,-4634
2023-03-27,-4417
2023-03-28,-4580
2023-03-29,-3535
2023-03-30,-3500
2023-03-31,-3653
2023-04-03,-3103
2023-04-04,-3137
2023-04-06,-3015
2023-04-07,-3583
2023-04-10,-2641
2023-04-11,-2766
2023-04-12,-3015
2023-04-13,-2759
2023-04-14,-2480
2023-04-17,-3098
