company,long,long_chg,short,short_chg,volume,volume_chg
东证期货,3972,403,3512,-156,8487,1243
中信期货,3847,-288,6723,383,4111,955
华泰期货,3469,527,3812,341,4670,1121
国泰君安,3200,-291,3752,-367,4080,370
中信建投,2708,-285,2356,-182,4833,-469
中泰期货,2619,-107,3056,-221,2746,422
广发期货,2614,-297,0,0,1812,588
东方财富,2578,-135,0,0,3274,373
方正中期,2331,-129,0,0,2842,359
海通期货,2307,138,1825,42,3552,1354
银河期货,2249,-225,2146,110,3833,822
永安期货,2245,-18,2578,-281,1517,266
国信期货,2209,-132,1704,-72,0,0
徽商期货,2206,-93,0,0,2696,114
招商期货,2015,-19,1856,-50,0,0
浙商期货,1582,206,2168,-101,2665,842
国投安信,1575,-140,2954,-348,1394,418
国元期货,1392,68,1459,67,0,0
新湖期货,1365,13,1729,95,1964,356
平安期货,1248,3,0,0,0,0
东吴期货,0,0,0,0,1820,472
南华期货,0,0,1803,-39,0,0
华闻期货,0,0,0,0,1642,10
中粮期货,0,0,3219,83,0,0
兴证期货,0,0,1715,33,0,0
中原期货,0,0,0,0,1760,861
国富期货,0,0,0,0,2162,756
瑞达期货,0,0,1788,80,0,0
首创京都,0,0,1645,141,0,0
