company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,5567,-23,8593,-188,1261,-1208
永安期货,4684,70,10818,34,458,-828
中信期货,4414,-82,7103,-111,1449,-346
中粮期货,4256,9,5947,13,0,0
中信建投,3854,92,4250,15,993,-187
东证期货,2984,-35,5116,-60,2939,-1725
银河期货,2732,-125,1823,144,487,-304
中泰期货,2551,58,5109,58,442,-665
华泰期货,2363,33,3173,9,0,0
中财期货,2267,118,0,0,0,0
广发期货,2084,12,0,0,462,-32
南华期货,1652,25,2335,-111,1120,257
方正中期,1507,-43,880,51,316,-116
光大期货,1415,57,0,0,416,-51
中州期货,1392,13,1630,8,0,0
瑞达期货,1381,15,0,0,315,-15
东吴期货,1339,-14,1398,18,502,-258
新湖期货,1267,-24,0,0,0,0
宏源期货,1193,181,0,0,304,-58
国投期货,1170,-33,5659,-7,0,0
中辉期货,0,0,0,0,293,55
东方财富,0,0,0,0,340,-18
五矿期货,0,0,1126,54,0,0
招商期货,0,0,0,0,895,-248
徽商期货,0,0,0,0,278,-137
广州期货,0,0,1098,0,0,0
国海良时,0,0,1400,0,0,0
海通期货,0,0,0,0,287,-72
格林大华,0,0,5689,107,0,0
长江期货,0,0,1026,39,0,0
首创京都,0,0,1116,58,261,-78
