company,long,long_chg,short,short_chg,volume,volume_chg
中信期货（代客）,2476,435,2339,340,3371,1256
国泰君安（代客）,2158,-15,3341,140,2245,759
中信建投（代客）,1959,441,1591,-107,2358,722
东证期货（代客）,1385,162,872,156,3902,1357
方正中期（代客）,1289,22,0,0,1175,190
中粮期货（代客）,1158,30,1926,112,0,0
华泰期货（代客）,1111,38,1475,-15,1489,604
广发期货（代客）,995,-89,963,-22,509,41
光大期货（代客）,991,160,1101,-24,1564,344
格林大华（代客）,950,126,1464,4,0,0
浙商期货（代客）,925,53,0,0,0,0
银河期货（代客）,883,-120,908,-4,626,55
海通期货（代客）,819,-347,0,0,1704,528
中泰期货（代客）,768,51,1534,-7,658,-76
招商期货（代客）,756,34,1327,3,643,367
东方财富（代客）,743,115,0,0,812,333
申银万国（代客）,731,77,0,0,0,0
徽商期货（代客）,714,38,0,0,696,279
华联期货（代客）,705,12,0,0,0,0
新湖期货（代客）,659,-125,0,0,965,167
五矿期货（代客）,0,0,790,7,0,0
中州期货（代客）,0,0,1204,20,0,0
东吴期货（代客）,0,0,0,0,815,530
北京首创（代客）,0,0,0,0,576,494
国元期货（代客）,0,0,0,0,499,263
南华期货（代客）,0,0,1815,9,0,0
创元期货（代客）,0,0,937,26,499,335
国富期货（代客）,0,0,0,0,631,304
国投安信（代客）,0,0,1358,-11,0,0
永安期货（代客）,0,0,1812,-3,0,0
瑞达期货（代客）,0,0,707,85,0,0
鑫鼎盛期货（代客）,0,0,683,-1,0,0
