company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,5341,301,8449,318,2567,1073
东证期货,3710,136,3002,232,3830,883
中信期货,2592,232,4154,212,1526,849
永安期货,1928,255,4114,159,834,-3
方正中期,1927,185,976,13,858,-157
中信建投,1826,167,1149,86,1255,678
海通期货,1816,21,1292,2,803,280
银河期货,1689,449,0,0,1460,1003
招商期货,1407,40,1504,127,1009,529
长江期货,1307,5,1071,5,920,173
华泰期货,1250,487,0,0,1136,561
徽商期货,1132,-90,0,0,2460,1781
南华期货,960,-1,2452,2,0,0
中财期货,944,-17,0,0,600,173
中泰期货,914,-68,1782,-17,763,409
东方财富,800,192,0,0,795,426
申银万国,784,67,0,0,1138,969
中粮期货,771,-87,2949,19,0,0
平安期货,746,-40,0,0,0,0
建信期货,728,70,0,0,0,0
东吴期货,0,0,763,9,0,0
中州期货,0,0,667,-40,0,0
国投期货,0,0,2561,-29,0,0
五矿期货,0,0,502,13,0,0
中辉期货,0,0,0,0,565,427
国海良时,0,0,1059,3,0,0
广发期货,0,0,917,29,633,378
安粮期货,0,0,0,0,628,539
格林大华,0,0,3844,157,977,798
瑞达期货,0,0,599,-1,0,0
