date,open,high,low,close,volume,hold,settle
2024-05-29,15980.0,16685.0,15920.0,16655.0,553,368,16500.0
2024-05-30,16650.0,16690.0,16590.0,16605.0,178,455,16625.0
2024-05-31,16625.0,16650.0,16585.0,16610.0,200,529,16620.0
2024-06-03,16695.0,17005.0,16605.0,16735.0,1420,1179,16760.0
2024-06-04,16760.0,16770.0,16640.0,16730.0,471,1296,16685.0
2024-06-05,16690.0,16735.0,16645.0,16655.0,146,1287,16680.0
2024-06-06,16640.0,16700.0,16605.0,16645.0,355,1272,16645.0
2024-06-07,16675.0,16730.0,16540.0,16580.0,230,1269,16615.0
2024-06-11,16680.0,16680.0,16520.0,16650.0,306,1330,16610.0
2024-06-12,16665.0,16665.0,16495.0,16540.0,365,1287,16540.0
2024-06-13,16505.0,16515.0,16360.0,16395.0,397,1398,16430.0
2024-06-14,16475.0,16530.0,16400.0,16430.0,190,1478,16490.0
2024-06-17,16435.0,16435.0,16325.0,16385.0,179,1565,16380.0
2024-06-18,16265.0,16435.0,16265.0,16330.0,226,1649,16370.0
2024-06-19,16370.0,16390.0,16340.0,16355.0,143,1707,16360.0
2024-06-20,16325.0,16400.0,16315.0,16360.0,87,1721,16360.0
2024-06-21,16365.0,16365.0,16265.0,16305.0,112,1719,16310.0
2024-06-24,16260.0,16285.0,16170.0,16250.0,95,1722,16250.0
2024-06-25,16350.0,16350.0,16095.0,16120.0,211,1739,16180.0
2024-06-26,16115.0,16220.0,16030.0,16200.0,130,1768,16110.0
2024-06-27,16150.0,16260.0,16150.0,16190.0,132,1822,16210.0
2024-06-28,16210.0,16235.0,16135.0,16135.0,83,1846,16175.0
2024-07-01,16155.0,16180.0,16125.0,16140.0,91,1869,16155.0
2024-07-02,16100.0,16225.0,16100.0,16170.0,197,1959,16190.0
2024-07-03,16180.0,16200.0,16145.0,16185.0,200,2070,16180.0
2024-07-04,16200.0,16290.0,16150.0,16180.0,289,2117,16220.0
2024-07-05,16080.0,16185.0,16080.0,16080.0,203,2153,16115.0
2024-07-08,16100.0,16180.0,15895.0,15940.0,358,2228,16030.0
2024-07-09,15940.0,15940.0,15735.0,15825.0,277,2258,15820.0
2024-07-10,15820.0,15820.0,15405.0,15550.0,479,2270,15580.0
2024-07-11,15600.0,15715.0,15530.0,15625.0,188,2274,15635.0
2024-07-12,15620.0,15650.0,15480.0,15555.0,188,2306,15535.0
2024-07-15,15685.0,15685.0,15465.0,15495.0,316,2325,15530.0
2024-07-16,15490.0,15595.0,15460.0,15545.0,215,2341,15540.0
2024-07-17,15585.0,15660.0,15550.0,15585.0,174,2395,15595.0
2024-07-18,15585.0,15585.0,15485.0,15525.0,131,2428,15515.0
2024-07-19,15480.0,15510.0,15390.0,15425.0,219,2514,15440.0
2024-07-22,15440.0,15465.0,15270.0,15375.0,335,2689,15360.0
2024-07-23,15375.0,15495.0,15345.0,15375.0,362,2812,15405.0
2024-07-24,15370.0,15450.0,15345.0,15450.0,238,2914,15405.0
2024-07-25,15435.0,15435.0,15340.0,15350.0,213,2981,15385.0
2024-07-26,15365.0,15490.0,15365.0,15430.0,342,3108,15435.0
2024-07-29,15425.0,15460.0,15395.0,15415.0,197,3129,15425.0
2024-07-30,15430.0,15495.0,15380.0,15425.0,420,3291,15425.0
2024-07-31,15425.0,15480.0,15375.0,15450.0,299,3213,15430.0
2024-08-01,15470.0,15505.0,15380.0,15440.0,301,3115,15455.0
2024-08-02,15410.0,15500.0,15410.0,15480.0,226,3240,15470.0
2024-08-05,15500.0,15505.0,15345.0,15360.0,214,3274,15425.0
2024-08-06,15325.0,15340.0,15115.0,15150.0,374,3332,15200.0
