date,open,high,low,close,volume,hold,settle
2021-09-28,16015.0,17290.0,16015.0,16795.0,1352,851,16705.0
2021-09-29,16680.0,16985.0,16565.0,16900.0,502,1024,16770.0
2021-09-30,16750.0,16935.0,16630.0,16770.0,1124,1745,16775.0
2021-10-08,16780.0,17005.0,16650.0,16860.0,742,2070,16835.0
2021-10-11,16820.0,17800.0,16820.0,17660.0,2464,3267,17265.0
2021-10-12,17660.0,17775.0,17320.0,17580.0,1200,3373,17550.0
2021-10-13,17970.0,18175.0,17350.0,17745.0,965,3406,17730.0
2021-10-14,17745.0,17745.0,17230.0,17305.0,801,3567,17355.0
2021-10-15,17390.0,17815.0,17380.0,17780.0,496,3682,17665.0
2021-10-18,18300.0,18470.0,18090.0,18150.0,680,3779,18225.0
2021-10-19,17960.0,18580.0,17960.0,18480.0,895,4033,18345.0
2021-10-20,18375.0,18640.0,18075.0,18170.0,678,4193,18315.0
2021-10-21,18080.0,18230.0,17855.0,17950.0,662,4305,18010.0
2021-10-22,17950.0,18120.0,17865.0,18010.0,442,4256,18005.0
2021-10-25,18500.0,19000.0,18300.0,18540.0,1620,4577,18670.0
2021-10-26,18410.0,18480.0,18270.0,18325.0,745,4685,18350.0
2021-10-27,18210.0,18470.0,18210.0,18400.0,420,4691,18370.0
2021-10-28,18400.0,18445.0,17945.0,18110.0,541,4647,18120.0
2021-10-29,18315.0,18315.0,17855.0,17900.0,372,4667,17980.0
2021-11-01,17805.0,17895.0,17600.0,17620.0,537,4680,17725.0
2021-11-02,17665.0,17920.0,17605.0,17890.0,395,4719,17765.0
2021-11-03,17840.0,17905.0,17695.0,17840.0,578,4961,17800.0
2021-11-04,17845.0,18080.0,17665.0,17950.0,371,5047,17795.0
2021-11-05,18005.0,18055.0,17790.0,17845.0,247,5107,17880.0
2021-11-08,17840.0,17985.0,17250.0,17250.0,1102,5216,17505.0
2021-11-09,17350.0,17350.0,16985.0,17060.0,900,5547,17110.0
2021-11-10,17020.0,17115.0,16965.0,17055.0,417,5697,17035.0
2021-11-11,17065.0,17195.0,17060.0,17120.0,314,5762,17120.0
2021-11-12,17445.0,17445.0,17035.0,17135.0,367,5863,17145.0
2021-11-15,17260.0,17560.0,17260.0,17485.0,422,5958,17425.0
2021-11-16,17405.0,17475.0,17115.0,17195.0,353,6025,17320.0
2021-11-17,17115.0,17270.0,17100.0,17150.0,265,6028,17145.0
2021-11-18,17175.0,17300.0,17175.0,17275.0,244,6002,17250.0
2021-11-19,17050.0,17375.0,17050.0,17350.0,201,6010,17285.0
