date,open,high,low,close,volume,hold,settle
2021-07-05,18660.0,19140.0,18655.0,18940.0,3670,16447,18915.0
2021-07-06,18880.0,19185.0,18810.0,19130.0,2427,16179,19080.0
2021-07-07,19075.0,19180.0,18830.0,18960.0,2136,16096,19030.0
2021-07-08,18970.0,19130.0,18875.0,19055.0,1365,15830,19030.0
2021-07-09,19100.0,19230.0,18975.0,19220.0,1779,15823,19150.0
2021-07-12,19050.0,19230.0,19000.0,19025.0,2274,15852,19100.0
2021-07-13,19025.0,19130.0,18500.0,18595.0,3548,17090,18730.0
2021-07-14,18575.0,18730.0,18340.0,18600.0,3557,17145,18550.0
2021-07-15,18550.0,18750.0,18510.0,18675.0,1687,17159,18660.0
2021-07-16,18660.0,19010.0,18630.0,19005.0,2475,16873,18840.0
2021-07-19,19100.0,19200.0,18830.0,19100.0,3133,17341,19040.0
2021-07-20,19120.0,19525.0,19020.0,19420.0,4760,17315,19355.0
2021-07-21,19500.0,19580.0,19150.0,19355.0,3243,17354,19390.0
2021-07-22,19220.0,19370.0,19180.0,19215.0,2216,17887,19280.0
2021-07-23,19190.0,19190.0,18950.0,19060.0,3324,18476,19075.0
2021-07-26,19300.0,19325.0,19100.0,19245.0,2588,18382,19220.0
2021-07-27,19235.0,19275.0,19080.0,19200.0,2145,18460,19180.0
2021-07-28,19200.0,19215.0,19050.0,19105.0,1652,18653,19115.0
2021-07-29,19205.0,19230.0,19085.0,19185.0,3159,19695,19175.0
2021-07-30,19200.0,19245.0,19005.0,19070.0,3613,20614,19120.0
2021-08-02,19010.0,19050.0,18615.0,18640.0,5673,21431,18770.0
2021-08-03,18600.0,18860.0,18405.0,18780.0,6141,22436,18710.0
2021-08-04,18750.0,18775.0,18630.0,18655.0,3726,22803,18695.0
2021-08-05,18600.0,18645.0,18440.0,18515.0,4820,23420,18530.0
2021-08-06,18480.0,18715.0,18415.0,18680.0,3846,23919,18630.0
2021-08-09,18710.0,18860.0,18550.0,18625.0,4397,24311,18750.0
2021-08-10,18590.0,18735.0,17930.0,18155.0,7630,25868,18360.0
2021-08-11,18100.0,18390.0,18005.0,18310.0,7585,26974,18180.0
2021-08-12,18100.0,18305.0,18100.0,18275.0,4743,27581,18235.0
2021-08-13,18250.0,18385.0,18020.0,18140.0,5590,28483,18150.0
2021-08-16,18140.0,18350.0,18080.0,18130.0,6860,29041,18200.0
2021-08-17,18130.0,18190.0,17860.0,18030.0,7458,29721,18040.0
2021-08-18,17995.0,18100.0,17655.0,17685.0,11474,31446,17870.0
2021-08-19,17600.0,17600.0,17260.0,17360.0,16224,33092,17395.0
2021-08-20,17370.0,17945.0,17310.0,17775.0,21655,33011,17685.0
2021-08-23,17500.0,17580.0,16955.0,17000.0,23213,36706,17200.0
2021-08-24,17000.0,17055.0,16740.0,16895.0,20776,39051,16880.0
2021-08-25,16895.0,17065.0,16800.0,16985.0,18470,40782,16930.0
2021-08-26,16940.0,17250.0,16940.0,17140.0,16540,39320,17145.0
2021-08-27,17150.0,17250.0,17005.0,17175.0,11253,39280,17145.0
2021-08-30,17080.0,17080.0,16415.0,16430.0,24239,44376,16670.0
2021-08-31,16645.0,16940.0,16620.0,16760.0,21123,42925,16795.0
2021-09-01,16800.0,16900.0,16300.0,16565.0,24091,45122,16580.0
2021-09-02,16540.0,16675.0,16040.0,16085.0,22475,47327,16275.0
2021-09-03,16045.0,16300.0,15880.0,16090.0,28409,48649,16065.0
2021-09-06,16050.0,16180.0,15770.0,15965.0,18856,48990,15995.0
2021-09-07,16040.0,16160.0,15850.0,15910.0,14975,48983,16020.0
2021-09-08,15900.0,15980.0,15575.0,15585.0,17573,49930,15745.0
2021-09-09,15500.0,15500.0,14955.0,14995.0,29225,52741,15180.0
2021-09-10,14875.0,15245.0,14765.0,15070.0,35404,53043,15005.0
2021-09-13,15055.0,15055.0,14550.0,14575.0,33234,54231,14785.0
2021-09-14,14640.0,14695.0,14365.0,14385.0,31162,56174,14500.0
2021-09-15,14335.0,14480.0,14105.0,14110.0,28111,56138,14315.0
2021-09-16,14145.0,14845.0,13760.0,14580.0,74558,54540,14295.0
2021-09-17,14545.0,14750.0,14135.0,14175.0,46989,55859,14430.0
2021-09-22,13900.0,14060.0,13530.0,13685.0,34169,56961,13860.0
2021-09-23,13675.0,13870.0,13450.0,13600.0,41480,59170,13610.0
2021-09-24,13500.0,13785.0,13365.0,13670.0,43102,61174,13640.0
2021-09-27,13580.0,14400.0,13540.0,14360.0,57405,59665,14025.0
2021-09-28,14380.0,14565.0,13900.0,13920.0,48486,60823,14205.0
2021-09-29,13920.0,14100.0,13660.0,13870.0,40181,60288,13885.0
2021-09-30,13810.0,14125.0,13725.0,13880.0,33212,59803,13930.0
2021-10-08,14005.0,14335.0,13920.0,14225.0,38822,60465,14155.0
2021-10-11,14500.0,15285.0,14375.0,15285.0,58764,56999,14890.0
2021-10-12,15500.0,15780.0,15030.0,15290.0,69982,56338,15330.0
2021-10-13,15600.0,15970.0,14845.0,15410.0,72731,56088,15510.0
2021-10-14,15400.0,15480.0,14680.0,14685.0,48572,58297,15000.0
2021-10-15,14700.0,15230.0,14685.0,15175.0,44197,56006,15045.0
2021-10-18,15990.0,16220.0,15590.0,15845.0,50306,50867,15795.0
2021-10-19,15835.0,16455.0,15600.0,16375.0,50320,49876,16130.0
2021-10-20,16350.0,16600.0,15695.0,16225.0,45295,48404,16340.0
2021-10-21,16150.0,16480.0,15700.0,15815.0,49304,50225,16120.0
2021-10-22,15820.0,16350.0,15820.0,16325.0,43887,48253,16180.0
2021-10-25,17460.0,17470.0,16860.0,17185.0,69415,43301,17260.0
2021-10-26,17015.0,17330.0,16800.0,17320.0,37390,43489,17085.0
2021-10-27,17320.0,17620.0,17010.0,17495.0,43558,44067,17370.0
2021-10-28,17495.0,17670.0,16895.0,17385.0,51569,41927,17315.0
2021-10-29,17405.0,17530.0,16675.0,16705.0,51114,45237,17000.0
2021-11-01,16880.0,16885.0,15850.0,15885.0,47734,46635,16235.0
2021-11-02,15880.0,16320.0,15610.0,16205.0,50577,45714,15965.0
2021-11-03,16200.0,16450.0,16100.0,16245.0,36497,45444,16285.0
2021-11-04,16315.0,16750.0,16010.0,16705.0,40277,45265,16365.0
2021-11-05,16715.0,16830.0,16410.0,16675.0,37604,45377,16625.0
2021-11-08,16760.0,17020.0,16165.0,16245.0,39676,47627,16480.0
2021-11-09,16300.0,16385.0,15910.0,16155.0,34026,47489,16120.0
2021-11-10,16150.0,16320.0,15940.0,16200.0,26583,46751,16140.0
