date,open,high,low,close,volume,hold,settle
2023-03-29,17995.0,18000.0,17025.0,17160.0,481,362,17320.0
2023-03-30,17165.0,17320.0,17145.0,17260.0,296,544,17235.0
2023-03-31,17295.0,17425.0,17245.0,17360.0,210,652,17335.0
2023-04-03,17335.0,17560.0,17295.0,17395.0,246,794,17435.0
2023-04-04,17380.0,17460.0,17380.0,17415.0,141,900,17425.0
2023-04-06,17405.0,17440.0,17365.0,17415.0,85,943,17410.0
2023-04-07,17410.0,17470.0,17350.0,17350.0,200,1067,17415.0
2023-04-10,17360.0,17390.0,17150.0,17180.0,266,1191,17230.0
2023-04-11,17180.0,17250.0,17145.0,17215.0,66,1203,17195.0
2023-04-12,17175.0,17255.0,17175.0,17245.0,68,1216,17230.0
2023-04-13,17250.0,17255.0,17005.0,17055.0,603,1554,17115.0
2023-04-14,16995.0,17140.0,16995.0,17085.0,179,1579,17090.0
2023-04-17,17015.0,17175.0,17015.0,17105.0,158,1637,17115.0
2023-04-18,17170.0,17190.0,17100.0,17105.0,101,1654,17140.0
2023-04-19,17115.0,17155.0,17080.0,17135.0,98,1684,17120.0
2023-04-20,17140.0,17150.0,17095.0,17105.0,92,1739,17120.0
2023-04-21,17130.0,17150.0,16970.0,17050.0,291,1894,17065.0
2023-04-24,17100.0,17150.0,16800.0,16995.0,151,1970,17030.0
2023-04-25,16950.0,16980.0,16455.0,16480.0,627,2382,16705.0
2023-04-26,16500.0,16500.0,16340.0,16350.0,413,2567,16415.0
2023-04-27,16325.0,16435.0,16285.0,16325.0,221,2657,16365.0
2023-04-28,16350.0,16470.0,16350.0,16420.0,231,2735,16400.0
2023-05-04,16250.0,16485.0,16250.0,16460.0,249,2843,16415.0
2023-05-05,16455.0,16555.0,16275.0,16345.0,899,3371,16410.0
2023-05-08,16380.0,16385.0,16310.0,16345.0,219,3422,16355.0
2023-05-09,16355.0,16380.0,16275.0,16300.0,220,3478,16315.0
2023-05-10,16315.0,16315.0,16000.0,16015.0,499,3713,16130.0
2023-05-11,16015.0,16145.0,16000.0,16055.0,327,3778,16055.0
