date,open,high,low,close,volume,hold,settle
2021-07-01,18435.0,18520.0,17910.0,17970.0,762,4124,18205.0
2021-07-02,17950.0,18035.0,17755.0,17840.0,465,4233,17835.0
2021-07-05,17655.0,18195.0,17655.0,17995.0,500,4323,18005.0
2021-07-06,18100.0,18155.0,17955.0,18080.0,407,4352,18045.0
2021-07-07,17890.0,18110.0,17880.0,17970.0,216,4362,18005.0
2021-07-08,18040.0,18075.0,17955.0,18070.0,230,4380,18040.0
2021-07-09,18110.0,18200.0,18040.0,18115.0,281,4405,18100.0
2021-07-12,18100.0,18140.0,18000.0,18005.0,248,4444,18045.0
2021-07-13,17900.0,18010.0,17755.0,17840.0,424,4546,17875.0
2021-07-14,17875.0,17875.0,17500.0,17735.0,613,4765,17645.0
2021-07-15,17640.0,17795.0,17555.0,17740.0,259,4786,17685.0
2021-07-16,17700.0,17785.0,17665.0,17760.0,287,4849,17740.0
2021-07-19,17810.0,17980.0,17500.0,17745.0,835,5273,17660.0
2021-07-20,17745.0,17900.0,17625.0,17705.0,1050,5441,17785.0
2021-07-21,17845.0,17880.0,17700.0,17750.0,387,5442,17780.0
2021-07-22,17700.0,17765.0,17650.0,17700.0,230,5485,17715.0
2021-07-23,17655.0,17700.0,17600.0,17640.0,361,5593,17630.0
2021-07-26,17710.0,17780.0,17640.0,17695.0,459,5445,17715.0
2021-07-27,17715.0,17725.0,17635.0,17655.0,296,5518,17675.0
2021-07-28,17685.0,17700.0,17570.0,17610.0,270,5580,17620.0
2021-07-29,17610.0,17670.0,17570.0,17655.0,479,5733,17615.0
2021-07-30,17660.0,17660.0,17510.0,17570.0,336,5903,17580.0
2021-08-02,17515.0,17590.0,17380.0,17465.0,443,5956,17480.0
2021-08-03,17400.0,17490.0,17380.0,17405.0,454,6189,17430.0
2021-08-04,17380.0,17430.0,17310.0,17340.0,636,6501,17345.0
2021-08-05,17300.0,17335.0,17030.0,17080.0,1475,7280,17145.0
2021-08-06,17030.0,17250.0,16980.0,17115.0,1402,7920,17065.0
2021-08-09,17180.0,17250.0,17080.0,17170.0,691,8048,17185.0
2021-08-10,17195.0,17245.0,17075.0,17115.0,780,8293,17140.0
2021-08-11,17080.0,17260.0,17000.0,17220.0,886,8291,17150.0
2021-08-12,17200.0,17295.0,17140.0,17285.0,695,8308,17240.0
2021-08-13,17295.0,17395.0,17105.0,17175.0,579,8498,17155.0
2021-08-16,17185.0,17275.0,17000.0,17010.0,1069,8893,17100.0
2021-08-17,17010.0,17085.0,16805.0,16995.0,854,9179,16980.0
2021-08-18,17035.0,17050.0,16705.0,16710.0,1613,9886,16835.0
2021-08-19,16755.0,16755.0,16220.0,16295.0,2357,10509,16390.0
2021-08-20,16300.0,16520.0,16255.0,16400.0,1618,10691,16395.0
2021-08-23,16100.0,16245.0,15925.0,16005.0,1626,11231,16035.0
2021-08-24,15980.0,16030.0,15850.0,15980.0,1250,11416,15940.0
2021-08-25,16010.0,16085.0,15850.0,15975.0,1250,11786,15930.0
2021-08-26,15930.0,16180.0,15930.0,16030.0,1577,11934,16085.0
2021-08-27,16030.0,16130.0,15945.0,16015.0,1180,12013,16000.0
2021-08-30,15940.0,15945.0,15625.0,15650.0,1964,12557,15755.0
2021-08-31,15755.0,15980.0,15630.0,15630.0,2090,13225,15740.0
2021-09-01,15650.0,15780.0,15140.0,15315.0,3367,13910,15350.0
2021-09-02,15300.0,15355.0,14865.0,14905.0,3331,14650,15045.0
2021-09-03,14995.0,15195.0,14715.0,15000.0,3945,15188,14970.0
2021-09-06,14980.0,15070.0,14785.0,14960.0,2188,15430,14950.0
2021-09-07,15000.0,15055.0,14920.0,14930.0,2189,15465,14995.0
2021-09-08,14950.0,15000.0,14695.0,14705.0,1972,15648,14830.0
2021-09-09,14600.0,14600.0,14260.0,14290.0,3414,16019,14415.0
2021-09-10,14290.0,14645.0,14205.0,14475.0,3361,16042,14425.0
2021-09-13,14485.0,14645.0,14285.0,14420.0,3751,16083,14455.0
2021-09-14,14360.0,14650.0,14285.0,14360.0,4280,17186,14395.0
2021-09-15,14290.0,14295.0,13700.0,13715.0,6261,18818,13970.0
2021-09-16,13755.0,14185.0,13345.0,13835.0,10867,19161,13700.0
2021-09-17,13895.0,13955.0,13510.0,13600.0,3876,19457,13730.0
2021-09-22,13490.0,13550.0,13200.0,13300.0,4504,19556,13390.0
2021-09-23,13260.0,13360.0,13120.0,13185.0,4093,19796,13220.0
2021-09-24,13125.0,13545.0,13100.0,13445.0,5458,20421,13330.0
2021-09-27,13490.0,14115.0,13385.0,14090.0,8803,19577,13790.0
2021-09-28,14005.0,14230.0,13730.0,13825.0,5247,19906,13965.0
2021-09-29,13775.0,13900.0,13540.0,13795.0,4111,20064,13725.0
2021-09-30,13710.0,14100.0,13705.0,13880.0,4080,19866,13900.0
2021-10-08,13850.0,14315.0,13850.0,14250.0,5642,20080,14165.0
2021-10-11,14335.0,15295.0,14335.0,15295.0,9803,19081,14830.0
2021-10-12,15350.0,15670.0,14920.0,15155.0,8522,19185,15265.0
2021-10-13,15320.0,15740.0,14825.0,15090.0,10237,18981,15250.0
2021-10-14,15030.0,15030.0,14500.0,14510.0,6738,20650,14710.0
2021-10-15,14510.0,14855.0,14510.0,14760.0,4905,20782,14730.0
2021-10-18,15080.0,15550.0,15035.0,15170.0,6097,20701,15185.0
2021-10-19,15150.0,15390.0,14940.0,15200.0,6716,21040,15185.0
2021-10-20,15150.0,15405.0,14780.0,15015.0,5377,21396,15175.0
2021-10-21,15010.0,15140.0,14615.0,14660.0,7218,22522,14845.0
