date,open,high,low,close,volume,hold,settle
2025-05-28,12795.0,12855.0,12620.0,12770.0,578,445,12775.0
2025-05-29,12775.0,12935.0,12740.0,12845.0,877,971,12810.0
2025-05-30,12845.0,12980.0,12825.0,12970.0,638,1333,12920.0
2025-06-03,12995.0,13125.0,12960.0,13020.0,697,1650,13030.0
2025-06-04,13010.0,13010.0,12930.0,12955.0,651,2139,12970.0
2025-06-05,12975.0,12995.0,12950.0,12970.0,252,2278,12970.0
2025-06-06,12980.0,12995.0,12955.0,12990.0,371,2373,12980.0
2025-06-09,12970.0,13000.0,12935.0,12970.0,230,2505,12970.0
2025-06-10,12970.0,13005.0,12950.0,12970.0,301,2590,12980.0
2025-06-11,12970.0,13000.0,12970.0,12995.0,155,2631,12985.0
2025-06-12,12995.0,13005.0,12970.0,12990.0,239,2721,12980.0
2025-06-13,13000.0,13000.0,12965.0,12965.0,227,2809,12980.0
2025-06-16,12975.0,12995.0,12930.0,12950.0,239,2922,12950.0
2025-06-17,12935.0,12950.0,12890.0,12910.0,459,3229,12915.0
2025-06-18,12910.0,12940.0,12895.0,12920.0,324,3269,12925.0
2025-06-19,12920.0,12935.0,12905.0,12905.0,141,3279,12915.0
2025-06-20,12915.0,12980.0,12905.0,12970.0,336,3391,12955.0
2025-06-23,12995.0,13000.0,12970.0,12985.0,345,3504,12985.0
2025-06-24,12990.0,12990.0,12950.0,12970.0,252,3607,12965.0
2025-06-25,12980.0,12990.0,12960.0,12985.0,234,3665,12975.0
2025-06-26,12995.0,13000.0,12950.0,12980.0,366,3750,12975.0
2025-06-27,12995.0,13000.0,12960.0,13000.0,254,3800,12980.0
2025-06-30,13000.0,13000.0,12965.0,12970.0,356,3902,12975.0
2025-07-01,12940.0,12985.0,12940.0,12975.0,294,3982,12955.0
2025-07-02,12990.0,13060.0,12960.0,13050.0,1722,4351,13010.0
2025-07-03,13050.0,13160.0,13020.0,13120.0,1532,4845,13085.0
2025-07-04,13070.0,13235.0,13070.0,13130.0,1867,5442,13165.0
2025-07-07,13145.0,13210.0,13110.0,13185.0,862,5614,13180.0
2025-07-08,13200.0,13215.0,13150.0,13165.0,735,5762,13180.0
2025-07-09,13160.0,13180.0,13105.0,13120.0,596,5837,13135.0
2025-07-10,13135.0,13200.0,13135.0,13190.0,676,5905,13175.0
2025-07-11,13185.0,13210.0,13165.0,13175.0,516,5955,13185.0
2025-07-14,13170.0,13190.0,13140.0,13160.0,420,5980,13165.0
2025-07-15,13160.0,13215.0,13150.0,13155.0,580,6014,13170.0
2025-07-16,13155.0,13170.0,13095.0,13115.0,775,6178,13125.0
2025-07-17,13130.0,13150.0,13100.0,13130.0,436,6222,13130.0
2025-07-18,13140.0,13230.0,13140.0,13225.0,1778,6797,13195.0
2025-07-21,13300.0,13540.0,13265.0,13450.0,3593,8090,13405.0
2025-07-22,13450.0,13625.0,13445.0,13595.0,2896,9242,13530.0
2025-07-23,13725.0,14340.0,13665.0,13850.0,11997,10824,13995.0
2025-07-24,13925.0,14320.0,13750.0,14210.0,10665,13396,14065.0
2025-07-25,14250.0,14470.0,14150.0,14205.0,8638,14572,14305.0
2025-07-28,13980.0,14295.0,13945.0,14050.0,7800,14413,14100.0
2025-07-29,14030.0,14135.0,13995.0,14020.0,3286,14272,14055.0
2025-07-30,14100.0,14125.0,13960.0,13980.0,2854,13861,14025.0
2025-07-31,13980.0,13980.0,13685.0,13710.0,5700,12583,13785.0
2025-08-01,13785.0,13870.0,13625.0,13730.0,3320,12852,13740.0
2025-08-04,13700.0,13805.0,13670.0,13795.0,2029,13152,13740.0
2025-08-05,13810.0,13825.0,13745.0,13795.0,1213,13324,13775.0
2025-08-06,13800.0,13955.0,13780.0,13895.0,3348,13607,13890.0
2025-08-07,13960.0,13960.0,13830.0,13895.0,1552,13954,13885.0
2025-08-08,13905.0,13965.0,13860.0,13935.0,1981,13969,13915.0
2025-08-11,13980.0,14050.0,13895.0,13950.0,2324,14425,13980.0
2025-08-12,13960.0,14005.0,13930.0,13960.0,1579,14730,13970.0
2025-08-13,13970.0,14035.0,13885.0,13995.0,4894,16284,13970.0
2025-08-14,13995.0,14000.0,13850.0,13875.0,2890,16383,13930.0
2025-08-15,13875.0,13900.0,13815.0,13890.0,1326,16318,13860.0
2025-08-18,13850.0,13900.0,13720.0,13775.0,2548,16518,13815.0
2025-08-19,13795.0,13840.0,13755.0,13810.0,1111,16496,13800.0
2025-08-20,13795.0,13795.0,13650.0,13735.0,2538,16526,13715.0
2025-08-21,13720.0,13770.0,13680.0,13725.0,1086,16480,13730.0
2025-08-22,13780.0,13835.0,13705.0,13740.0,1936,16600,13765.0
2025-08-25,13795.0,13815.0,13710.0,13770.0,1404,16641,13760.0
2025-08-26,13725.0,13760.0,13560.0,13665.0,2838,16510,13665.0
2025-08-27,13665.0,13685.0,13625.0,13625.0,1304,16433,13640.0
2025-08-28,13645.0,13650.0,13500.0,13530.0,2395,16154,13560.0
2025-08-29,13535.0,13570.0,13500.0,13530.0,1425,16104,13530.0
2025-09-01,13550.0,13620.0,13480.0,13565.0,1809,16116,13560.0
2025-09-02,13590.0,13620.0,13515.0,13570.0,1468,16014,13570.0
2025-09-03,13590.0,13665.0,13570.0,13645.0,1707,16160,13615.0
2025-09-04,13645.0,13650.0,13520.0,13535.0,1691,16199,13580.0
2025-09-05,13555.0,13590.0,13450.0,13570.0,2454,16665,13515.0
2025-09-08,13515.0,13675.0,13470.0,13580.0,3894,17029,13585.0
2025-09-09,13555.0,13595.0,13410.0,13420.0,2741,17360,13480.0
2025-09-10,13400.0,13600.0,13400.0,13540.0,3637,17861,13520.0
2025-09-11,13550.0,13635.0,13450.0,13520.0,2147,17996,13520.0
2025-09-12,13535.0,13595.0,13500.0,13560.0,2696,18631,13555.0
2025-09-15,13555.0,13560.0,13480.0,13550.0,2812,19053,13510.0
2025-09-16,13625.0,13625.0,13500.0,13530.0,2495,19641,13555.0
2025-09-17,13600.0,13640.0,13475.0,13550.0,4755,21204,13540.0
2025-09-18,13530.0,13555.0,13370.0,13385.0,4202,21194,13460.0
2025-09-19,13395.0,13415.0,13345.0,13380.0,2649,21838,13380.0
2025-09-22,13385.0,13425.0,13225.0,13240.0,4895,23004,13315.0
2025-09-23,13230.0,13245.0,13050.0,13085.0,4169,23201,13130.0
2025-09-24,13100.0,13235.0,13065.0,13160.0,3967,23327,13140.0
2025-09-25,13160.0,13185.0,13100.0,13145.0,2098,23671,13145.0
2025-09-26,13145.0,13145.0,13020.0,13050.0,3759,24162,13070.0
2025-09-29,12980.0,12980.0,12790.0,12825.0,6605,25055,12845.0
2025-09-30,12810.0,12915.0,12745.0,12885.0,4448,25700,12820.0
2025-10-09,12500.0,12590.0,12375.0,12420.0,9888,28947,12480.0
2025-10-10,12410.0,12595.0,12365.0,12525.0,9399,32005,12505.0
2025-10-13,12465.0,12540.0,12375.0,12395.0,6954,33281,12440.0
2025-10-14,12365.0,12515.0,12365.0,12460.0,7559,34854,12445.0
2025-10-15,12470.0,12495.0,12255.0,12285.0,7933,36999,12335.0
2025-10-16,12300.0,12300.0,12130.0,12140.0,9611,37938,12185.0
2025-10-17,12125.0,12160.0,11885.0,11920.0,12267,39115,12000.0
2025-10-20,11985.0,12250.0,11985.0,12130.0,15496,40594,12115.0
2025-10-21,12155.0,12190.0,11900.0,12095.0,13320,43067,12055.0
2025-10-22,12090.0,12195.0,12055.0,12085.0,6206,43098,12100.0
2025-10-23,12090.0,12155.0,12060.0,12085.0,6472,43536,12105.0
2025-10-24,12100.0,12110.0,11930.0,12010.0,10856,46049,11995.0
2025-10-27,12065.0,12150.0,12050.0,12120.0,11474,46502,12095.0
2025-10-28,12115.0,12175.0,12040.0,12060.0,12282,49276,12105.0
2025-10-29,12060.0,12075.0,11965.0,12010.0,10829,52863,12005.0
2025-10-30,12000.0,12030.0,11865.0,11900.0,13871,55463,11945.0
2025-10-31,11900.0,11935.0,11870.0,11895.0,8442,56238,11900.0
2025-11-03,11860.0,11875.0,11760.0,11800.0,13238,58169,11820.0
2025-11-04,11800.0,12050.0,11780.0,11860.0,22729,59103,11910.0
2025-11-05,11850.0,12075.0,11835.0,12040.0,17921,58597,11985.0
2025-11-06,12050.0,12050.0,11975.0,12025.0,7930,59807,12010.0
2025-11-07,12025.0,12050.0,11930.0,12005.0,8914,60550,11980.0
2025-11-10,12020.0,12095.0,12020.0,12070.0,11068,61105,12060.0
2025-11-11,12100.0,12230.0,12030.0,12065.0,19009,61762,12115.0
2025-11-12,12060.0,12185.0,12045.0,12135.0,13133,60884,12125.0
2025-11-13,12135.0,12235.0,12075.0,12235.0,15096,60499,12155.0
2025-11-14,12240.0,12250.0,12155.0,12195.0,9479,59831,12185.0
2025-11-17,12150.0,12215.0,12030.0,12140.0,15661,61998,12115.0
2025-11-18,12140.0,12165.0,11980.0,12040.0,16162,63516,12045.0
2025-11-19,12050.0,12080.0,11950.0,11995.0,12335,64576,12010.0
2025-11-20,12000.0,12040.0,11930.0,11940.0,13292,65718,11965.0
2025-11-21,11960.0,11975.0,11835.0,11860.0,12755,65745,11895.0
2025-11-24,11960.0,12055.0,11875.0,11925.0,17114,67557,11950.0
2025-11-25,11965.0,12000.0,11900.0,11995.0,10420,67159,11955.0
2025-11-26,12000.0,12080.0,11915.0,12060.0,22335,69132,12000.0
2025-11-27,12050.0,12085.0,11980.0,11990.0,14223,71756,12015.0
2025-11-28,12010.0,12010.0,11910.0,11935.0,13489,73864,11935.0
2025-12-01,11985.0,11990.0,11890.0,11925.0,13115,74155,11930.0
2025-12-02,11925.0,11995.0,11900.0,11950.0,12643,74419,11955.0
2025-12-03,11955.0,11965.0,11905.0,11925.0,8321,74134,11930.0
2025-12-04,11930.0,11940.0,11865.0,11870.0,9781,74808,11895.0
2025-12-05,11870.0,11895.0,11790.0,11805.0,14831,77137,11830.0
2025-12-08,11800.0,11975.0,11775.0,11955.0,25905,78481,11875.0
2025-12-09,11960.0,12000.0,11915.0,11980.0,17552,78011,11955.0
2025-12-10,11965.0,11985.0,11830.0,11840.0,13842,78917,11900.0
2025-12-11,11815.0,11895.0,11805.0,11820.0,15248,80556,11835.0
2025-12-12,11845.0,11910.0,11800.0,11900.0,13968,79254,11860.0
2025-12-15,11870.0,11950.0,11865.0,11905.0,12736,80146,11910.0
