date,open,high,low,close,volume,hold,settle
2024-07-29,15755.0,15800.0,15615.0,15705.0,128,75,15715.0
2024-07-30,15750.0,15770.0,15700.0,15700.0,50,77,15740.0
2024-07-31,15635.0,15725.0,15635.0,15690.0,26,89,15690.0
2024-08-01,15695.0,15700.0,15660.0,15665.0,33,104,15685.0
2024-08-02,15700.0,15725.0,15690.0,15725.0,42,131,15710.0
2024-08-05,15720.0,15745.0,15655.0,15655.0,52,154,15710.0
2024-08-06,15495.0,15545.0,15480.0,15480.0,28,160,15505.0
2024-08-07,15530.0,15530.0,15430.0,15460.0,39,192,15460.0
2024-08-08,15455.0,15585.0,15450.0,15450.0,56,211,15495.0
2024-08-09,15455.0,15485.0,15450.0,15450.0,9,215,15455.0
2024-08-12,15450.0,15595.0,15450.0,15505.0,55,240,15505.0
2024-08-13,15455.0,15515.0,15445.0,15500.0,42,261,15465.0
2024-08-14,15455.0,15600.0,15455.0,15565.0,93,299,15550.0
2024-08-15,15640.0,15655.0,15470.0,15470.0,124,321,15585.0
2024-08-16,15450.0,15510.0,15450.0,15510.0,40,318,15495.0
2024-08-19,15390.0,15720.0,15365.0,15685.0,345,503,15605.0
2024-08-20,15640.0,15720.0,15625.0,15700.0,179,627,15700.0
2024-08-21,15700.0,15715.0,15660.0,15700.0,180,772,15695.0
2024-08-22,15700.0,15745.0,15690.0,15735.0,164,866,15715.0
2024-08-23,15700.0,15745.0,15620.0,15705.0,193,967,15680.0
2024-08-26,15660.0,15705.0,15645.0,15690.0,114,996,15670.0
2024-08-27,15690.0,15695.0,15650.0,15690.0,75,1042,15675.0
2024-08-28,15700.0,15710.0,15615.0,15675.0,214,1066,15660.0
2024-08-29,15650.0,15680.0,15630.0,15670.0,69,1095,15650.0
2024-08-30,15635.0,15675.0,15630.0,15665.0,69,1113,15660.0
2024-09-02,15700.0,15710.0,15660.0,15680.0,127,1177,15685.0
2024-09-03,15660.0,15700.0,15660.0,15700.0,73,1194,15685.0
2024-09-04,15695.0,15705.0,15600.0,15685.0,158,1253,15665.0
2024-09-05,15665.0,15695.0,15635.0,15670.0,172,1324,15670.0
2024-09-06,15670.0,15690.0,15630.0,15660.0,136,1364,15660.0
2024-09-09,15605.0,15630.0,15545.0,15560.0,209,1372,15565.0
2024-09-10,15520.0,15580.0,15500.0,15500.0,313,1559,15540.0
2024-09-11,15515.0,15515.0,15330.0,15365.0,179,1582,15385.0
2024-09-12,15350.0,15440.0,15340.0,15395.0,116,1641,15380.0
2024-09-13,15420.0,15440.0,15400.0,15435.0,59,1680,15410.0
2024-09-18,15390.0,15400.0,15250.0,15300.0,324,1889,15320.0
2024-09-19,15350.0,15435.0,15330.0,15425.0,156,1980,15385.0
2024-09-20,15405.0,15450.0,15375.0,15425.0,87,2008,15410.0
2024-09-23,15330.0,15470.0,15220.0,15470.0,280,2134,15415.0
2024-09-24,15465.0,15500.0,15380.0,15450.0,141,2145,15435.0
2024-09-25,15470.0,15480.0,15390.0,15405.0,156,2207,0.0
2024-09-26,15325.0,15435.0,15325.0,15370.0,212,2250,15390.0
2024-09-27,15400.0,15440.0,15290.0,15290.0,319,2363,15395.0
2024-09-30,15380.0,15480.0,15245.0,15345.0,341,2416,15345.0
2024-10-08,15450.0,15450.0,15345.0,15345.0,219,2528,15380.0
2024-10-09,15380.0,15405.0,15360.0,15380.0,170,2568,15380.0
2024-10-10,15400.0,15405.0,15295.0,15300.0,255,2626,15355.0
2024-10-11,15255.0,15315.0,15100.0,15120.0,345,2571,15225.0
2024-10-14,15150.0,15190.0,15095.0,15150.0,334,2685,15160.0
2024-10-15,15180.0,15255.0,15165.0,15215.0,163,2741,15215.0
2024-10-16,15185.0,15240.0,15120.0,15135.0,261,2847,15175.0
2024-10-17,15170.0,15175.0,14910.0,15035.0,403,2886,15015.0
2024-10-18,15010.0,15095.0,14985.0,15070.0,157,2921,15045.0
