date,open,high,low,close,volume,hold,settle
2021-11-26,18200.0,18200.0,17880.0,17900.0,93,77,18005.0
2021-11-29,17715.0,17840.0,17380.0,17400.0,99,149,17580.0
2021-11-30,17475.0,17595.0,17295.0,17300.0,85,198,17395.0
2021-12-01,17305.0,17450.0,17295.0,17340.0,45,224,17335.0
2021-12-02,17305.0,17380.0,17000.0,17000.0,110,293,17170.0
2021-12-03,17125.0,17180.0,16950.0,16950.0,98,355,17060.0
2021-12-06,16995.0,17080.0,16950.0,17000.0,90,420,17000.0
2021-12-07,16995.0,17000.0,16925.0,16925.0,33,440,16990.0
2021-12-08,16990.0,16990.0,16840.0,16890.0,33,455,16900.0
2021-12-09,16890.0,17000.0,16860.0,16900.0,115,527,16910.0
2021-12-10,16890.0,16900.0,16820.0,16850.0,58,559,16865.0
2021-12-13,16895.0,17080.0,16890.0,16950.0,239,753,16960.0
2021-12-14,16960.0,16995.0,16850.0,16895.0,122,813,16910.0
2021-12-15,16910.0,16910.0,16870.0,16870.0,88,883,16895.0
2021-12-16,16900.0,16965.0,16800.0,16805.0,63,932,16880.0
2021-12-17,16905.0,16905.0,16775.0,16800.0,169,1031,16805.0
2021-12-20,16770.0,16800.0,16760.0,16775.0,26,1035,16775.0
2021-12-21,16795.0,16795.0,16615.0,16615.0,120,1115,16725.0
2021-12-22,16695.0,16795.0,16600.0,16670.0,279,1315,16720.0
2021-12-23,16735.0,17085.0,16735.0,16945.0,445,1620,16910.0
2021-12-24,17070.0,17170.0,16905.0,16955.0,403,1914,17050.0
2021-12-27,16840.0,17150.0,16840.0,17040.0,234,2011,17075.0
2021-12-28,17040.0,17155.0,16960.0,17085.0,382,2295,17060.0
2021-12-29,17095.0,17110.0,16975.0,17030.0,110,2334,17035.0
2021-12-30,17030.0,17100.0,16940.0,17020.0,92,2378,0.0
2021-12-31,17055.0,17055.0,16975.0,17020.0,98,2401,17020.0
2022-01-04,16920.0,17160.0,16890.0,17095.0,347,2489,17050.0
2022-01-05,17145.0,17725.0,17090.0,17630.0,725,2879,17485.0
2022-01-06,17620.0,17770.0,17490.0,17740.0,249,2897,17630.0
2022-01-07,17795.0,18160.0,17695.0,17965.0,475,3097,17960.0
2022-01-10,17920.0,17940.0,17555.0,17705.0,589,3398,17720.0
2022-01-11,17720.0,17750.0,17500.0,17600.0,546,3690,17605.0
2022-01-12,17600.0,17710.0,17495.0,17495.0,346,3834,17630.0
2022-01-13,17510.0,17550.0,17210.0,17270.0,403,3894,17330.0
2022-01-14,17370.0,17370.0,17145.0,17250.0,226,3865,17215.0
2022-01-17,17120.0,17295.0,17120.0,17210.0,245,3954,17225.0
2022-01-18,17230.0,17325.0,17135.0,17150.0,217,4068,17230.0
2022-01-19,17230.0,17255.0,17145.0,17155.0,246,4232,17180.0
2022-01-20,17185.0,17210.0,17140.0,17150.0,126,4307,17165.0
2022-01-21,17285.0,17285.0,17150.0,17155.0,80,4315,17175.0
2022-01-24,17155.0,17155.0,16385.0,16795.0,344,4391,16865.0
2022-01-25,16900.0,16905.0,16695.0,16780.0,203,4415,16745.0
2022-01-26,16895.0,16895.0,16620.0,16695.0,209,4489,16665.0
2022-01-27,16600.0,16655.0,16550.0,16575.0,179,4494,16590.0
2022-01-28,16505.0,17080.0,16505.0,16505.0,693,4755,16680.0
2022-02-07,16710.0,17145.0,16645.0,17010.0,496,4731,16955.0
2022-02-08,17075.0,17200.0,16840.0,16990.0,571,4916,17005.0
2022-02-09,16890.0,17050.0,16890.0,16930.0,263,4969,16960.0
2022-02-10,16830.0,17200.0,16830.0,17165.0,337,5008,17045.0
2022-02-11,17105.0,17345.0,17075.0,17245.0,577,5189,17235.0
2022-02-14,17375.0,17375.0,17075.0,17125.0,311,5184,17215.0
2022-02-15,17160.0,17255.0,17105.0,17160.0,308,5295,17170.0
2022-02-16,17195.0,17310.0,17120.0,17185.0,373,5463,17220.0
2022-02-17,17240.0,17305.0,17165.0,17240.0,252,5473,17255.0
2022-02-18,17200.0,17265.0,17150.0,17240.0,168,5477,17215.0
2022-02-21,17240.0,17290.0,17135.0,17135.0,298,5502,17220.0
2022-02-22,17085.0,17120.0,16925.0,17000.0,362,5547,17030.0
2022-02-23,16975.0,17185.0,16960.0,17100.0,343,5587,17100.0
2022-02-24,17100.0,17420.0,17075.0,17395.0,642,5593,17245.0
2022-02-25,17245.0,17575.0,17245.0,17515.0,496,5649,17450.0
2022-02-28,17575.0,17930.0,17480.0,17840.0,753,5815,17735.0
2022-03-01,17735.0,18120.0,17735.0,17795.0,648,5942,17830.0
2022-03-02,17695.0,18025.0,17695.0,17850.0,797,6261,17915.0
2022-03-03,17880.0,17920.0,17600.0,17625.0,692,6124,17765.0
2022-03-04,17560.0,17745.0,17560.0,17705.0,586,5812,17700.0
2022-03-07,17720.0,18150.0,17710.0,18100.0,1281,6393,17990.0
2022-03-08,18150.0,18200.0,17960.0,18140.0,1100,6523,18100.0
2022-03-09,18245.0,18780.0,18020.0,18600.0,1398,6693,18505.0
2022-03-10,18605.0,18850.0,18500.0,18680.0,947,6903,18730.0
2022-03-11,18625.0,18845.0,18430.0,18550.0,881,6993,18580.0
2022-03-14,18505.0,18715.0,18340.0,18520.0,802,7056,18540.0
2022-03-15,18425.0,18590.0,17750.0,17940.0,1838,6953,18210.0
2022-03-16,18000.0,18270.0,17890.0,17990.0,1202,7078,18085.0
2022-03-17,17960.0,18065.0,17080.0,17245.0,2234,7329,17460.0
2022-03-18,17250.0,17755.0,17180.0,17430.0,1976,7407,17480.0
2022-03-21,17550.0,18125.0,17550.0,17960.0,1407,7514,17830.0
2022-03-22,18100.0,18160.0,17850.0,18060.0,753,7519,18030.0
2022-03-23,18030.0,18100.0,17880.0,17960.0,652,7633,17975.0
2022-03-24,17960.0,18130.0,17855.0,17970.0,982,7653,18005.0
2022-03-25,17950.0,18100.0,17800.0,17995.0,431,7629,17920.0
2022-03-28,17990.0,18075.0,17870.0,18050.0,477,7678,17995.0
2022-03-29,18000.0,18365.0,18000.0,18305.0,1150,7969,18200.0
2022-03-30,18260.0,18400.0,18180.0,18270.0,568,8017,18275.0
2022-03-31,18215.0,18490.0,18190.0,18340.0,633,8030,18375.0
2022-04-01,18350.0,18490.0,17925.0,18175.0,1405,7966,18210.0
2022-04-06,18175.0,18315.0,18060.0,18195.0,532,8097,18205.0
2022-04-07,18195.0,18250.0,18070.0,18230.0,450,8125,18155.0
2022-04-08,18225.0,18290.0,18045.0,18120.0,445,8222,18125.0
2022-04-11,18135.0,18175.0,17510.0,17630.0,1781,8778,17750.0
2022-04-12,17655.0,17755.0,17585.0,17705.0,756,8966,17665.0
2022-04-13,17745.0,17920.0,17685.0,17755.0,612,9023,17790.0
2022-04-14,17790.0,17805.0,17600.0,17745.0,610,9037,17680.0
2022-04-15,17725.0,17775.0,17605.0,17630.0,393,9112,17675.0
2022-04-18,17760.0,18710.0,17760.0,18495.0,1686,9145,18190.0
2022-04-19,18535.0,18605.0,18220.0,18390.0,1992,9348,18435.0
2022-04-20,18600.0,18600.0,18055.0,18170.0,1413,9421,18345.0
2022-04-21,18120.0,18335.0,18025.0,18205.0,961,9494,18225.0
2022-04-22,18195.0,18375.0,18060.0,18355.0,732,9586,18225.0
2022-04-25,18555.0,18815.0,18410.0,18495.0,1559,9736,18565.0
2022-04-26,18520.0,18560.0,18315.0,18455.0,1124,9797,18405.0
2022-04-27,18340.0,18650.0,18340.0,18620.0,1071,9876,18550.0
2022-04-28,18520.0,18595.0,18360.0,18475.0,719,9812,18475.0
2022-04-29,18485.0,18640.0,18345.0,18545.0,1106,9854,18495.0
2022-05-05,18400.0,18755.0,18280.0,18710.0,2282,10275,18605.0
2022-05-06,18710.0,18750.0,18565.0,18720.0,850,10357,18695.0
2022-05-09,19375.0,19375.0,19010.0,19180.0,1622,10685,19100.0
2022-05-10,18605.0,19200.0,18605.0,19080.0,1086,10715,19055.0
2022-05-11,19100.0,19465.0,19070.0,19425.0,1278,10950,19325.0
2022-05-12,19450.0,19575.0,19365.0,19510.0,1089,10932,19485.0
2022-05-13,19500.0,19970.0,19500.0,19860.0,1398,10956,19770.0
2022-05-16,19960.0,20250.0,19770.0,20085.0,2492,10959,19945.0
2022-05-17,20175.0,20250.0,19230.0,19270.0,3458,10922,19675.0
2022-05-18,19375.0,19635.0,19310.0,19470.0,1140,10802,19465.0
2022-05-19,19490.0,19795.0,19250.0,19420.0,1320,10848,19540.0
2022-05-20,19500.0,19535.0,19265.0,19455.0,849,10771,19385.0
2022-05-23,19520.0,19700.0,19450.0,19590.0,1017,10902,19595.0
2022-05-24,19600.0,19600.0,19305.0,19455.0,1017,10977,19435.0
2022-05-25,19590.0,19590.0,19400.0,19475.0,948,10985,19465.0
2022-05-26,19440.0,19450.0,18990.0,19090.0,1564,11008,19185.0
2022-05-27,19185.0,19295.0,19005.0,19185.0,1235,11104,19165.0
2022-05-30,19295.0,19345.0,18950.0,19320.0,901,11032,19130.0
2022-05-31,19370.0,19505.0,19225.0,19500.0,1163,11347,19370.0
2022-06-01,19500.0,19500.0,19310.0,19390.0,721,11495,19380.0
2022-06-02,19315.0,19480.0,19275.0,19365.0,676,11541,19365.0
2022-06-06,19380.0,19640.0,19380.0,19590.0,987,11664,19555.0
2022-06-07,19555.0,19630.0,19155.0,19205.0,1324,11466,19370.0
2022-06-08,19225.0,19285.0,19000.0,19170.0,683,11367,19165.0
2022-06-09,19145.0,19295.0,19135.0,19240.0,578,11560,19245.0
2022-06-10,19295.0,19295.0,19040.0,19185.0,719,11613,19160.0
2022-06-13,19545.0,19750.0,19450.0,19570.0,1901,12029,19590.0
2022-06-14,19600.0,19735.0,19505.0,19695.0,1059,12220,19615.0
2022-06-15,19620.0,19790.0,19620.0,19720.0,781,12432,19715.0
2022-06-16,19665.0,19780.0,19435.0,19600.0,1935,13072,19620.0
2022-06-17,19575.0,19885.0,19510.0,19850.0,1559,13700,19725.0
2022-06-20,19995.0,20045.0,19855.0,19995.0,1198,13871,19965.0
2022-06-21,19995.0,20150.0,19920.0,20005.0,1345,14286,20020.0
