date,open,high,low,close,volume,hold,settle
2023-07-27,16520.0,16850.0,16515.0,16850.0,424,324,16685.0
2023-07-28,16780.0,16855.0,16620.0,16760.0,505,604,16760.0
2023-07-31,16920.0,16975.0,16775.0,16840.0,229,727,16860.0
2023-08-01,16730.0,16800.0,16490.0,16775.0,339,755,16695.0
2023-08-02,16875.0,16875.0,16750.0,16795.0,97,773,16785.0
2023-08-03,16765.0,16815.0,16650.0,16795.0,193,859,16780.0
2023-08-04,16765.0,16790.0,16755.0,16755.0,63,891,16770.0
2023-08-07,16750.0,16810.0,16680.0,16805.0,238,1003,16740.0
2023-08-08,16780.0,16845.0,16780.0,16815.0,218,1126,16820.0
2023-08-09,16810.0,16835.0,16790.0,16825.0,64,1147,16810.0
2023-08-10,16800.0,16805.0,16685.0,16770.0,139,1156,16755.0
2023-08-11,16790.0,16805.0,16770.0,16770.0,48,1185,16790.0
2023-08-14,16770.0,16815.0,16750.0,16790.0,59,1206,16785.0
2023-08-15,16790.0,16790.0,16715.0,16735.0,41,1234,16740.0
2023-08-16,16765.0,16785.0,16680.0,16690.0,96,1279,16725.0
2023-08-17,16680.0,16710.0,16640.0,16655.0,93,1345,16675.0
2023-08-18,16675.0,16675.0,16580.0,16595.0,123,1431,16615.0
2023-08-21,16580.0,16645.0,16580.0,16635.0,105,1467,16620.0
2023-08-22,16625.0,16640.0,16540.0,16580.0,86,1475,16580.0
2023-08-23,16580.0,16720.0,16545.0,16690.0,66,1498,16640.0
2023-08-24,16640.0,16705.0,16640.0,16650.0,109,1510,16675.0
2023-08-25,16690.0,16710.0,16675.0,16690.0,55,1538,16695.0
2023-08-28,16700.0,16700.0,16060.0,16610.0,162,1512,16485.0
2023-08-29,16605.0,16615.0,16580.0,16615.0,57,1525,16595.0
2023-08-30,16585.0,16660.0,16585.0,16640.0,131,1638,16640.0
2023-08-31,16620.0,16670.0,16600.0,16625.0,90,1633,16625.0
2023-09-01,16635.0,16660.0,16620.0,16630.0,91,1648,16645.0
2023-09-04,16640.0,16700.0,16510.0,16695.0,231,1753,16640.0
2023-09-05,16695.0,16710.0,16680.0,16705.0,163,1770,16695.0
2023-09-06,16690.0,16715.0,16690.0,16695.0,178,1869,16705.0
2023-09-07,16695.0,16715.0,16685.0,16705.0,202,1943,16700.0
2023-09-08,16700.0,16700.0,16525.0,16580.0,356,1965,16605.0
2023-09-11,16570.0,16620.0,16530.0,16610.0,110,1957,16575.0
2023-09-12,16650.0,16715.0,16625.0,16695.0,249,2053,16695.0
2023-09-13,16680.0,16695.0,16640.0,16670.0,179,2077,16665.0
2023-09-14,16670.0,16700.0,16670.0,16675.0,108,2104,16685.0
