date,open,high,low,close,volume,hold,settle
2021-07-28,18165.0,18165.0,17245.0,17720.0,90,76,17625.0
2021-07-29,17605.0,17790.0,17605.0,17750.0,30,98,17730.0
2021-07-30,17965.0,17965.0,17740.0,17795.0,16,105,17830.0
2021-08-02,17805.0,17805.0,17305.0,17605.0,112,184,17545.0
2021-08-03,17550.0,17560.0,17495.0,17505.0,53,227,17515.0
2021-08-04,17460.0,17530.0,17410.0,17415.0,71,281,17480.0
2021-08-05,17455.0,17495.0,17335.0,17400.0,64,316,17400.0
2021-08-06,17465.0,17475.0,17400.0,17400.0,104,382,17415.0
2021-08-09,17455.0,17455.0,17345.0,17370.0,118,460,17400.0
2021-08-10,17105.0,17395.0,17100.0,17115.0,167,578,17220.0
2021-08-11,17105.0,17255.0,17105.0,17220.0,124,667,17185.0
2021-08-12,17265.0,17270.0,17185.0,17215.0,63,698,17220.0
2021-08-13,17170.0,17230.0,17120.0,17175.0,153,822,17175.0
2021-08-16,17250.0,17250.0,17155.0,17205.0,97,852,17200.0
2021-08-17,17195.0,17255.0,17195.0,17235.0,121,911,17230.0
2021-08-18,17245.0,17250.0,17115.0,17125.0,56,919,17170.0
2021-08-19,17090.0,17110.0,16815.0,16860.0,144,987,16950.0
2021-08-20,16755.0,16950.0,16755.0,16920.0,94,1032,16910.0
2021-08-23,16870.0,16890.0,16515.0,16515.0,96,1062,16640.0
2021-08-24,16500.0,16535.0,16470.0,16500.0,103,1128,16490.0
2021-08-25,16500.0,16520.0,16400.0,16405.0,83,1155,16450.0
2021-08-26,16400.0,16550.0,16400.0,16535.0,103,1206,16505.0
2021-08-27,16520.0,16575.0,16500.0,16530.0,52,1229,16515.0
2021-08-30,16445.0,16445.0,16320.0,16385.0,92,1271,16390.0
2021-08-31,16580.0,16600.0,16400.0,16435.0,103,1325,16435.0
2021-09-01,16415.0,16415.0,16070.0,16140.0,228,1427,16210.0
2021-09-02,16160.0,16160.0,15800.0,15815.0,222,1531,15895.0
2021-09-03,15900.0,15965.0,15665.0,15815.0,199,1596,15795.0
2021-09-06,15810.0,15845.0,15680.0,15780.0,89,1611,15760.0
2021-09-07,15755.0,15800.0,15710.0,15740.0,125,1638,15750.0
2021-09-08,15670.0,15745.0,15550.0,15570.0,112,1685,15635.0
2021-09-09,15370.0,15500.0,15070.0,15190.0,293,1779,15265.0
2021-09-10,15105.0,15850.0,15040.0,15470.0,465,2039,15415.0
2021-09-13,15505.0,15935.0,15445.0,15820.0,605,2276,15705.0
2021-09-14,16000.0,16290.0,15800.0,16150.0,797,2580,16100.0
2021-09-15,16130.0,16340.0,15605.0,15775.0,877,2674,15955.0
2021-09-16,15705.0,16555.0,15420.0,16210.0,1423,2866,15850.0
2021-09-17,16020.0,16395.0,15955.0,15995.0,423,2948,16125.0
2021-09-22,15950.0,15950.0,15490.0,15760.0,563,3111,15725.0
2021-09-23,15725.0,15780.0,15390.0,15485.0,830,3374,15535.0
