date,open,high,low,close,volume,hold,settle
2021-07-01,19480.0,19615.0,18730.0,18890.0,34774,32931,19265.0
2021-07-02,18980.0,18980.0,18435.0,18580.0,29355,31716,18600.0
2021-07-05,18800.0,19105.0,18620.0,18745.0,24291,31997,18855.0
2021-07-06,18800.0,19045.0,18740.0,18985.0,15725,30059,18890.0
2021-07-07,18900.0,19100.0,18340.0,18625.0,24967,31777,18800.0
2021-07-08,18700.0,18950.0,18510.0,18865.0,17375,29110,18760.0
2021-07-09,19000.0,19200.0,18850.0,19165.0,13633,28641,18995.0
2021-07-12,19000.0,19000.0,18730.0,18760.0,16953,28396,18840.0
2021-07-13,18760.0,18825.0,18210.0,18270.0,20575,31571,18485.0
2021-07-14,18260.0,18385.0,17905.0,18210.0,23843,31529,18130.0
2021-07-15,18080.0,18275.0,17955.0,18120.0,13268,31054,18155.0
2021-07-16,18125.0,18480.0,18075.0,18400.0,12550,28742,18295.0
2021-07-19,18500.0,18895.0,18450.0,18785.0,16763,28269,18675.0
2021-07-20,18750.0,19070.0,18700.0,18840.0,16878,26746,18925.0
2021-07-21,18950.0,19050.0,18600.0,18740.0,12822,26128,18845.0
2021-07-22,18700.0,18700.0,18375.0,18375.0,11220,25450,18545.0
2021-07-23,18300.0,18485.0,18050.0,18295.0,13679,26834,18250.0
2021-07-26,18500.0,18600.0,18200.0,18460.0,13812,24681,18410.0
2021-07-27,18385.0,18520.0,18310.0,18390.0,7748,23951,18415.0
2021-07-28,18520.0,18520.0,18335.0,18430.0,5817,22574,18430.0
2021-07-29,18500.0,18750.0,18445.0,18600.0,10964,22764,18620.0
2021-07-30,18645.0,18900.0,18645.0,18765.0,11740,20607,18790.0
2021-08-02,18585.0,18600.0,17855.0,18160.0,14252,20758,18245.0
2021-08-03,18050.0,18255.0,17705.0,17785.0,16705,23159,17975.0
2021-08-04,17785.0,18030.0,17435.0,17440.0,18174,25185,17610.0
2021-08-05,17400.0,17520.0,17215.0,17400.0,12444,25688,17355.0
2021-08-06,17260.0,17600.0,17260.0,17550.0,11942,25212,17520.0
2021-08-09,17700.0,17930.0,17325.0,17365.0,10498,24451,17580.0
2021-08-10,17320.0,17450.0,17005.0,17025.0,11634,24354,17210.0
2021-08-11,16990.0,17150.0,16830.0,17085.0,11446,23983,16990.0
2021-08-12,17000.0,17195.0,16870.0,17055.0,11215,21211,17055.0
2021-08-13,17000.0,17080.0,16680.0,16720.0,10536,20793,16865.0
2021-08-16,16800.0,16880.0,16140.0,16160.0,14652,20620,16490.0
2021-08-17,16160.0,16260.0,15955.0,16075.0,12037,18250,16085.0
2021-08-18,16035.0,16225.0,15965.0,15995.0,7158,16695,16090.0
2021-08-19,15970.0,16075.0,15505.0,15595.0,9420,12840,15700.0
2021-08-20,15620.0,15995.0,15620.0,15860.0,5475,11176,15845.0
2021-08-23,15620.0,15735.0,15515.0,15565.0,3523,9619,15585.0
2021-08-24,15500.0,15580.0,15100.0,15100.0,3474,8198,15295.0
2021-08-25,15110.0,15185.0,14610.0,14650.0,4701,6538,14825.0
2021-08-26,14650.0,14960.0,14520.0,14675.0,2776,5382,14735.0
2021-08-27,14675.0,14675.0,14350.0,14360.0,2413,4076,14435.0
2021-08-30,14265.0,14265.0,13960.0,14080.0,2604,2448,14070.0
2021-08-31,14305.0,14470.0,13810.0,13820.0,2947,130,14055.0
2021-09-01,13820.0,15140.0,12935.0,13300.0,190,41,13450.0
2021-09-02,13500.0,13500.0,12650.0,13200.0,9,35,13015.0
2021-09-03,13180.0,13380.0,13000.0,13380.0,8,27,13160.0
2021-09-06,13580.0,13675.0,13500.0,13500.0,7,20,13620.0
2021-09-07,13870.0,13870.0,13700.0,13800.0,4,16,13810.0
2021-09-08,13880.0,13980.0,13880.0,13980.0,2,14,13930.0
2021-09-09,14000.0,14000.0,13710.0,13900.0,4,8,13855.0
2021-09-10,13900.0,13920.0,12760.0,12760.0,5,2,13265.0
